INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, glueminisat_2.2.5_Time, glueminisat_2.2.5_opt, glueminisat_2.2.5_solved, glueminisat_2.2.5_PAR, INSTANCE_ID, SAT09referencesolver:precosat_236_Time, SAT09referencesolver:precosat_236_opt, SAT09referencesolver:precosat_236_solved, SAT09referencesolver:precosat_236_PAR, INSTANCE_ID, minisathack:cir_minisat_2011-05-13\(simp\)_Time, minisathack:cir_minisat_2011-05-13\(simp\)_opt, minisathack:cir_minisat_2011-05-13\(simp\)_solved, minisathack:cir_minisat_2011-05-13\(simp\)_PAR, INSTANCE_ID, minisathackreference:minisat_2.2.0_Time, minisathackreference:minisat_2.2.0_opt, minisathackreference:minisat_2.2.0_solved, minisathackreference:minisat_2.2.0_PAR, INSTANCE_ID, minisathack:EBMiniSAT_2011-03-02_Time, minisathack:EBMiniSAT_2011-03-02_opt, minisathack:EBMiniSAT_2011-03-02_solved, minisathack:EBMiniSAT_2011-03-02_PAR, INSTANCE_ID, minisathack:contrasat_2011-03-02_Time, minisathack:contrasat_2011-03-02_opt, minisathack:contrasat_2011-03-02_solved, minisathack:contrasat_2011-03-02_PAR, INSTANCE_ID, minisathack:LR_GL_SHR_2011-03-02_Time, minisathack:LR_GL_SHR_2011-03-02_opt, minisathack:LR_GL_SHR_2011-03-02_solved, minisathack:LR_GL_SHR_2011-03-02_PAR, INSTANCE_ID, minisathack:MiniSAT_2.2.0-agile-26_Time, minisathack:MiniSAT_2.2.0-agile-26_opt, minisathack:MiniSAT_2.2.0-agile-26_solved, minisathack:MiniSAT_2.2.0-agile-26_PAR, INSTANCE_ID, SAT09referencesolver:glucose_1.0_Time, SAT09referencesolver:glucose_1.0_opt, SAT09referencesolver:glucose_1.0_solved, SAT09referencesolver:glucose_1.0_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, EBGlucose_1.0_Time, EBGlucose_1.0_opt, EBGlucose_1.0_solved, EBGlucose_1.0_PAR, INSTANCE_ID, Lingeling_587f\(fixed\)_Time, Lingeling_587f\(fixed\)_opt, Lingeling_587f\(fixed\)_solved, Lingeling_587f\(fixed\)_PAR, INSTANCE_ID, minisathack:minisat_psm_2011-04-01_Time, minisathack:minisat_psm_2011-04-01_opt, minisathack:minisat_psm_2011-04-01_solved, minisathack:minisat_psm_2011-04-01_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, Lingeling_587_Time, Lingeling_587_opt, Lingeling_587_solved, Lingeling_587_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, rcl_2011-04-01_Time, rcl_2011-04-01_opt, rcl_2011-04-01_solved, rcl_2011-04-01_PAR, INSTANCE_ID, MPhaseSAT64_2011-05-14\(fixed\)_Time, MPhaseSAT64_2011-05-14\(fixed\)_opt, MPhaseSAT64_2011-05-14\(fixed\)_solved, MPhaseSAT64_2011-05-14\(fixed\)_PAR, INSTANCE_ID, claspmt_2.0-R4095_Time, claspmt_2.0-R4095_opt, claspmt_2.0-R4095_solved, claspmt_2.0-R4095_PAR, INSTANCE_ID, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_Time, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_opt, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_solved, SAT09referencesolver:ManySAT1.1_aimd1/2009-03-20_PAR, INSTANCE_ID, claspmt_2.0-R4095-patched\(fixed\)_Time, claspmt_2.0-R4095-patched\(fixed\)_opt, claspmt_2.0-R4095-patched\(fixed\)_solved, claspmt_2.0-R4095-patched\(fixed\)_PAR, INSTANCE_ID, Plingeling_587_Time, Plingeling_587_opt, Plingeling_587_solved, Plingeling_587_PAR, INSTANCE_ID, Plingeling_587f\(fixed\)_Time, Plingeling_587f\(fixed\)_opt, Plingeling_587f\(fixed\)_solved, Plingeling_587f\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt_Time, CryptoMiniSat_Strange-Night-2-mt_opt, CryptoMiniSat_Strange-Night-2-mt_solved, CryptoMiniSat_Strange-Night-2-mt_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_Time, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_opt, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_solved, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-seq-industrial\(fixed\)_Time, borg-sat_11.03.02-seq-industrial\(fixed\)_opt, borg-sat_11.03.02-seq-industrial\(fixed\)_solved, borg-sat_11.03.02-seq-industrial\(fixed\)_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-par-industrial\(fixed\)_Time, borg-sat_11.03.02-par-industrial\(fixed\)_opt, borg-sat_11.03.02-par-industrial\(fixed\)_solved, borg-sat_11.03.02-par-industrial\(fixed\)_PAR, INSTANCE_ID, borg-sat_11.03.02-industrial_Time, borg-sat_11.03.02-industrial_opt, borg-sat_11.03.02-industrial_solved, borg-sat_11.03.02-industrial_PAR
135, 874.828, 2, 874.807, 999, 135, 652.279, 2, 652.264, 999, 135, 179.191, 2, 179.198, 999, 135, 1076.37, 2, 1076.34, 999, 135, 1754.4, 2, 1754.4, 999, 135, 1841.54, 2, 1841.68, 999, 135, 927.47, 2, 927.471, 999, 135, 2945.38, 2, 2945.29, 999, 135, 1762.46, 2, 1762.41, 999, 135, 1225.46, 2, 1225.42, 999, 135, 678.05, 2, 678.051, 999, 135, 1217.45, 2, 1217.42, 999, 135, 270.171, 2, 270.171, 999, 135, 1532.02, 2, 1531.99, 999, 135, 1382.01, 2, 172.934, 999, 135, 270.724, 2, 270.719, 999, 135, 199.118, 2, 199.115, 999, 135, 1504.13, 2, 1504.1, 999, 135, 1184.52, 2, 1184.49, 999, 135, 1424.91, 2, 179.773, 999, 135, 934.669, 2, 234.202, 999, 135, 1506.39, 2, 190.079, 999, 135, 1375.86, 2, 172.465, 999, 135, 1190.42, 2, 149.382, 999, 135, 858.298, 2, 107.614, 999, 135, 828.13, 2, 104.535, 999, 135, 252.352, 2, 252.286, 999, 135, 642.73, 2, 642.934, 999, 135, 179.91, 2, 179.904, 999, 135, 1023.15, 2, 132.957, 999, 135, 1073.44, 2, 139.388, 999
136, 0.58291, 1, 0.583007, 999, 136, 0.410936, 1, 0.41161, 999, 136, 2.85357, 1, 2.86094, 999, 136, 0.52092, 1, 0.522145, 999, 136, 0.463929, 1, 0.480202, 999, 136, 0.393939, 1, 0.395346, 999, 136, 0.500923, 1, 0.502583, 999, 136, 0.411936, 1, 0.412675, 999, 136, 0.468927, 1, 0.469234, 999, 136, 1.3048, 1, 1.30543, 999, 136, 1.06284, 1, 1.06313, 999, 136, 1.02084, 1, 1.02263, 999, 136, 42.8155, 1, 42.8158, 999, 136, 0.940856, 1, 0.945182, 999, 136, 6.70698, 1, 0.966184, 999, 136, 41.5787, 1, 41.5797, 999, 136, 4.97124, 1, 4.97207, 999, 136, 1.09583, 1, 1.0966, 999, 136, 6.75097, 1, 6.752, 999, 136, 3.52846, 1, 3.14744, 999, 136, 2.37864, 1, 1.61271, 999, 136, 3.86141, 0, 3.51263, 999, 136, 1.42478, 1, 0.699177, 999, 136, 1.36579, 1, 0.716163, 999, 136, 53.1389, 1, 6.96368, 999, 136, 45.918, 1, 6.32846, 999, 136, 15.6306, 1, 15.8919, 999, 136, 23.83, 1, 23.9488, 999, 136, 7.01893, 1, 7.02037, 999, 136, 11.8912, 1, 10.28, 999, 136, 13.042, 1, 10.4484, 999
137, 771.185, 2, 771.173, 999, 137, 401.724, 2, 401.718, 999, 137, 130.866, 2, 130.863, 999, 137, 1340.14, 2, 1340.08, 999, 137, 644.436, 2, 644.428, 999, 137, 620.462, 2, 620.451, 999, 137, 352.81, 2, 352.807, 999, 137, 1593.51, 2, 1593.48, 999, 137, 656.513, 2, 656.497, 999, 137, 988.004, 2, 987.992, 999, 137, 320.24, 2, 320.234, 999, 137, 589.296, 2, 589.284, 999, 137, 188.633, 2, 188.631, 999, 137, 369.839, 2, 369.831, 999, 137, 1391.19, 2, 174.272, 999, 137, 188.835, 2, 188.831, 999, 137, 170.985, 2, 170.987, 999, 137, 973.849, 2, 973.827, 999, 137, 183.582, 2, 183.58, 999, 137, 2863.38, 2, 363.09, 999, 137, 930.143, 2, 233.596, 999, 137, 1976.04, 2, 252.116, 999, 137, 987.694, 2, 124.111, 999, 137, 929.137, 2, 117.05, 999, 137, 874.58, 2, 109.977, 999, 137, 878.102, 2, 110.348, 999, 137, 310.925, 2, 311.056, 999, 137, 629.71, 2, 629.865, 999, 137, 215.393, 2, 215.389, 999, 137, 1465.34, 2, 195.089, 999, 137, 1368.11, 2, 181.36, 999
138, 5000.08, 0, 4999.93, 999, 138, 2122.47, 2, 2122.39, 999, 138, 5000.04, 0, 4999.92, 999, 138, 5000.05, 0, 4999.93, 999, 138, 5000.07, 0, 4999.93, 999, 138, 5000.05, 0, 4999.93, 999, 138, 5000.04, 0, 4999.93, 999, 138, 5000.11, 0, 4999.93, 999, 138, 5000.04, 0, 4999.92, 999, 138, 5000.05, 0, 5000.02, 999, 138, 5000.03, 0, 4999.91, 999, 138, 5000.01, 0, 4999.81, 999, 138, 891.683, 2, 891.663, 999, 138, 5000.03, 0, 5000.12, 999, 138, 29121.4, 2, 3643.0, 999, 138, 900.357, 2, 900.332, 999, 138, 5000.11, 0, 4999.95, 999, 138, 5000.06, 0, 5000.01, 999, 138, 5000.06, 0, 4999.92, 999, 138, 40001.1, 0, 5007.44, 999, 138, 20387.6, 0, 5100.02, 999, 138, 40001.7, 0, 5011.5, 999, 138, 7430.68, 2, 930.682, 999, 138, 6155.13, 2, 771.716, 999, 138, 40000.6, 0, 5004.21, 999, 138, 40001.1, 0, 5010.53, 999, 138, 5000.07, 0, 4994.26, 999, 138, 5000.02, 0, 5000.03, 999, 138, 5000.08, 0, 4999.9, 999, 138, 39439.9, 0, 4998.94, 999, 138, 40000.3, 0, 5064.86, 999
139, 321.822, 2, 321.836, 999, 139, 153.665, 2, 153.664, 999, 139, 359.32, 2, 359.314, 999, 139, 5000.09, 0, 4999.93, 999, 139, 659.325, 2, 659.314, 999, 139, 437.883, 2, 439.037, 999, 139, 617.931, 2, 617.939, 999, 139, 1094.14, 2, 1094.12, 999, 139, 539.517, 2, 539.507, 999, 139, 347.39, 2, 347.513, 999, 139, 205.647, 2, 205.649, 999, 139, 318.1, 2, 318.109, 999, 139, 164.762, 2, 164.758, 999, 139, 605.728, 2, 605.722, 999, 139, 1592.52, 2, 199.344, 999, 139, 160.692, 2, 160.691, 999, 139, 178.976, 2, 178.974, 999, 139, 579.758, 2, 579.748, 999, 139, 756.891, 2, 756.874, 999, 139, 8031.77, 2, 1006.21, 999, 139, 1137.71, 2, 285.654, 999, 139, 8041.1, 2, 1008.11, 999, 139, 1032.63, 2, 129.899, 999, 139, 1072.46, 2, 135.066, 999, 139, 1349.45, 2, 169.233, 999, 139, 1241.99, 2, 155.865, 999, 139, 293.258, 2, 292.994, 999, 139, 810.71, 2, 689.837, 999, 139, 228.606, 2, 228.607, 999, 139, 1741.48, 2, 236.665, 999, 139, 1673.76, 2, 228.058, 999
140, 5000.06, 0, 4999.94, 999, 140, 2079.26, 2, 2079.23, 999, 140, 5000.11, 0, 5000.0, 999, 140, 5000.13, 0, 5000.17, 999, 140, 5000.08, 0, 4999.96, 999, 140, 5000.15, 0, 4999.96, 999, 140, 5000.06, 0, 4999.95, 999, 140, 2299.65, 2, 2299.69, 999, 140, 5000.08, 0, 4999.96, 999, 140, 2589.94, 2, 2589.89, 999, 140, 2052.83, 2, 2052.77, 999, 140, 2230.26, 2, 2230.19, 999, 140, 5000.05, 0, 4999.92, 999, 140, 5000.02, 0, 4999.92, 999, 140, 40000.4, 0, 5003.92, 999, 140, 5000.05, 0, 4999.92, 999, 140, 5000.14, 0, 5000.04, 999, 140, 5000.03, 0, 4999.91, 999, 140, 5000.12, 0, 5000.02, 999, 140, 35882.9, 0, 5101.47, 999, 140, 7470.5, 2, 1896.44, 999, 140, 40002.0, 0, 5010.68, 999, 140, 40000.8, 0, 5004.78, 999, 140, 40001.0, 0, 5009.12, 999, 140, 283.665, 0, 38.1107, 999, 140, 25760.7, 2, 3226.47, 999, 140, 5000.04, 0, 4993.66, 999, 140, 5000.04, 0, 5000.63, 999, 140, 5000.13, 0, 5000.0, 999, 140, 39428.7, 0, 5001.65, 999, 140, 40000.7, 0, 5070.76, 999
141, 5000.11, 0, 5000.03, 999, 141, 5000.06, 0, 4999.92, 999, 141, 1004.79, 2, 1004.77, 999, 141, 5000.05, 0, 4999.94, 999, 141, 5000.09, 0, 4999.94, 999, 141, 5000.09, 0, 4999.93, 999, 141, 5000.12, 0, 5000.03, 999, 141, 5000.06, 0, 4999.93, 999, 141, 5000.09, 0, 4999.94, 999, 141, 5000.04, 0, 4999.91, 999, 141, 5000.1, 0, 5000.31, 999, 141, 5000.1, 0, 5000.01, 999, 141, 5000.12, 0, 4999.99, 999, 141, 5000.02, 0, 4999.83, 999, 141, 40000.4, 0, 5003.72, 999, 141, 3045.16, 0, 3045.05, 999, 141, 5000.05, 0, 4999.94, 999, 141, 5000.0, 0, 4999.91, 999, 141, 4594.2, 2, 4594.11, 999, 141, 40001.5, 0, 5007.03, 999, 141, 20390.5, 0, 5100.02, 999, 141, 40001.1, 0, 5009.62, 999, 141, 14224.8, 2, 1780.89, 999, 141, 22252.0, 2, 2785.87, 999, 141, 32219.4, 2, 4031.47, 999, 141, 33060.1, 2, 4141.89, 999, 141, 5000.03, 0, 4993.56, 999, 141, 5000.06, 0, 5000.23, 999, 141, 5000.14, 0, 4999.94, 999, 141, 39729.8, 0, 4999.7, 999, 141, 21654.4, 2, 2728.95, 999
142, 5000.06, 0, 4999.93, 999, 142, 630.529, 2, 630.529, 999, 142, 5000.12, 0, 4999.92, 999, 142, 5000.12, 0, 4999.93, 999, 142, 5000.13, 0, 5000.03, 999, 142, 5000.04, 0, 4999.93, 999, 142, 5000.07, 0, 5000.03, 999, 142, 5000.03, 0, 4999.91, 999, 142, 5000.05, 0, 4999.82, 999, 142, 2891.73, 2, 2891.65, 999, 142, 1871.4, 2, 1871.33, 999, 142, 3609.53, 2, 3609.46, 999, 142, 2915.6, 2, 2915.56, 999, 142, 5000.06, 0, 5000.03, 999, 142, 12752.8, 2, 1595.35, 999, 142, 3205.13, 2, 3205.01, 999, 142, 1071.5, 2, 1071.47, 999, 142, 5000.03, 0, 4999.91, 999, 142, 5000.1, 0, 5000.02, 999, 142, 40001.1, 0, 5007.0, 999, 142, 20395.4, 0, 5100.02, 999, 142, 35732.0, 0, 5100.46, 999, 142, 15570.8, 2, 1948.06, 999, 142, 13214.1, 2, 1653.27, 999, 142, 2280.83, 2, 285.562, 999, 142, 2416.88, 2, 302.612, 999, 142, 3786.58, 2, 3781.66, 999, 142, 2588.84, 2, 2588.91, 999, 142, 1255.82, 2, 1255.82, 999, 142, 8871.39, 2, 1118.28, 999, 142, 8273.21, 2, 1042.22, 999
143, 1058.19, 2, 1058.17, 999, 143, 382.681, 2, 382.678, 999, 143, 1004.3, 2, 1004.31, 999, 143, 3050.01, 2, 3049.9, 999, 143, 2676.85, 2, 2676.79, 999, 143, 2865.52, 2, 2865.46, 999, 143, 2168.72, 2, 2168.64, 999, 143, 3307.65, 2, 3307.56, 999, 143, 2661.53, 2, 2661.46, 999, 143, 706.262, 2, 706.251, 999, 143, 404.327, 2, 404.322, 999, 143, 644.051, 2, 644.051, 999, 143, 346.671, 2, 346.661, 999, 143, 1251.52, 2, 1251.51, 999, 143, 3091.0, 2, 386.767, 999, 143, 347.53, 2, 347.518, 999, 143, 245.654, 2, 245.653, 999, 143, 2304.12, 2, 2304.04, 999, 143, 2716.52, 2, 2716.45, 999, 143, 12152.4, 2, 1522.49, 999, 143, 1302.58, 2, 326.788, 999, 143, 11245.4, 2, 1410.02, 999, 143, 2157.91, 2, 270.507, 999, 143, 2045.74, 2, 256.707, 999, 143, 1357.14, 2, 173.231, 999, 143, 1316.04, 2, 166.48, 999, 143, 325.524, 2, 325.204, 999, 143, 714.73, 2, 714.866, 999, 143, 404.268, 2, 404.266, 999, 143, 2004.6, 2, 266.677, 999, 143, 1936.61, 2, 258.348, 999
144, 5000.06, 0, 4999.93, 999, 144, 5000.11, 0, 4999.92, 999, 144, 5000.07, 0, 4999.92, 999, 144, 5000.05, 0, 4999.94, 999, 144, 5000.04, 0, 4999.93, 999, 144, 5000.1, 0, 5000.13, 999, 144, 5000.11, 0, 5000.03, 999, 144, 5000.07, 0, 4999.93, 999, 144, 5000.09, 0, 4999.94, 999, 144, 5000.02, 0, 5000.01, 999, 144, 5000.07, 0, 5000.01, 999, 144, 5000.05, 0, 4999.91, 999, 144, 2164.05, 2, 2164.04, 999, 144, 5000.06, 0, 5000.03, 999, 144, 40000.6, 0, 5003.72, 999, 144, 2133.18, 2, 2133.13, 999, 144, 5000.07, 0, 4999.94, 999, 144, 5000.0, 0, 4999.91, 999, 144, 5000.1, 0, 4999.92, 999, 144, 40001.4, 0, 5008.35, 999, 144, 20388.7, 0, 5100.02, 999, 144, 40001.6, 0, 5011.49, 999, 144, 7714.59, 2, 966.261, 999, 144, 6270.79, 2, 786.135, 999, 144, 40001.0, 0, 5004.19, 999, 144, 40000.5, 0, 5010.62, 999, 144, 5000.06, 0, 4994.15, 999, 144, 5000.08, 0, 5000.03, 999, 144, 5000.1, 0, 4999.95, 999, 144, 39494.8, 0, 5000.75, 999, 144, 40000.4, 0, 5058.16, 999
145, 163.122, 2, 163.118, 999, 145, 29.8165, 2, 29.8164, 999, 145, 84.8151, 2, 84.8135, 999, 145, 40.0429, 2, 40.0449, 999, 145, 32.4061, 2, 32.4071, 999, 145, 29.2416, 2, 29.2413, 999, 145, 29.2725, 2, 29.2729, 999, 145, 119.057, 2, 119.054, 999, 145, 46.7999, 2, 46.8171, 999, 145, 32.637, 2, 32.6377, 999, 145, 25.6941, 2, 25.7088, 999, 145, 31.1073, 2, 31.1078, 999, 145, 64.7682, 2, 64.769, 999, 145, 28.4697, 2, 28.4867, 999, 145, 288.815, 2, 36.3058, 999, 145, 59.334, 2, 59.3324, 999, 145, 34.2788, 2, 34.2806, 999, 145, 166.808, 2, 166.813, 999, 145, 5000.07, 0, 4999.92, 999, 145, 512.621, 2, 65.5952, 999, 145, 57.8112, 2, 16.1418, 999, 145, 286.202, 2, 37.236, 999, 145, 268.489, 2, 34.4738, 999, 145, 250.475, 2, 32.0854, 999, 145, 352.342, 2, 48.0066, 999, 145, 299.272, 2, 45.2239, 999, 145, 64.6142, 2, 65.0371, 999, 145, 162.73, 2, 162.859, 999, 145, 19.938, 2, 19.9508, 999, 145, 335.873, 2, 65.3376, 999, 145, 309.282, 2, 62.1266, 999
146, 2.24566, 2, 2.24717, 999, 146, 2.49162, 2, 2.49282, 999, 146, 4.21636, 2, 4.21632, 999, 146, 2.70259, 2, 2.70383, 999, 146, 2.76458, 2, 2.76463, 999, 146, 2.29565, 2, 2.29753, 999, 146, 2.20966, 2, 2.20989, 999, 146, 2.00769, 2, 2.00738, 999, 146, 2.67159, 2, 2.67423, 999, 146, 3.65044, 2, 3.66149, 999, 146, 3.12552, 2, 3.12875, 999, 146, 3.10153, 2, 3.10446, 999, 146, 12.3891, 2, 12.3893, 999, 146, 3.14952, 2, 3.14894, 999, 146, 41.6147, 2, 5.49481, 999, 146, 12.4201, 2, 12.4221, 999, 146, 13.8139, 2, 13.8147, 999, 146, 2.85956, 2, 2.85998, 999, 146, 7.95379, 2, 7.95369, 999, 146, 8.06977, 2, 3.18976, 999, 146, 4.67529, 2, 3.33581, 999, 146, 7.05793, 2, 3.08207, 999, 146, 62.4175, 2, 9.08092, 999, 146, 40.4419, 2, 6.23144, 999, 146, 156.411, 2, 20.065, 999, 146, 152.443, 2, 19.7218, 999, 146, 50.4163, 2, 50.5728, 999, 146, 95.65, 2, 95.7957, 999, 146, 3.85841, 2, 3.85786, 999, 146, 88.2846, 2, 48.9003, 999, 146, 84.1882, 2, 49.5514, 999
147, 5.57715, 2, 5.5791, 999, 147, 6.42202, 2, 6.42193, 999, 147, 9.8625, 2, 9.86191, 999, 147, 5.37318, 2, 5.38443, 999, 147, 5.52116, 2, 5.52274, 999, 147, 4.62829, 2, 4.62975, 999, 147, 5.72013, 2, 5.7206, 999, 147, 5.09622, 2, 5.09636, 999, 147, 5.57415, 2, 5.5749, 999, 147, 9.66453, 2, 9.66387, 999, 147, 6.94294, 2, 6.94569, 999, 147, 7.1999, 2, 7.19802, 999, 147, 20.4479, 2, 20.4499, 999, 147, 6.94094, 2, 6.98096, 999, 147, 93.4778, 2, 11.9347, 999, 147, 18.6632, 2, 18.6643, 999, 147, 24.4883, 2, 24.4908, 999, 147, 7.54385, 2, 7.54849, 999, 147, 10.8543, 2, 10.8704, 999, 147, 31.4152, 2, 6.04686, 999, 147, 13.444, 2, 5.65826, 999, 147, 34.9247, 2, 6.28537, 999, 147, 139.09, 2, 18.4419, 999, 147, 140.654, 2, 18.7248, 999, 147, 284.447, 2, 35.8755, 999, 147, 259.425, 2, 32.7567, 999, 147, 55.1326, 2, 55.2219, 999, 147, 117.53, 2, 117.701, 999, 147, 8.04178, 2, 8.04206, 999, 147, 138.087, 2, 56.327, 999, 147, 140.795, 2, 56.5865, 999
148, 0.625904, 2, 0.627928, 999, 148, 0.628903, 2, 0.630118, 999, 148, 1.44778, 2, 1.45304, 999, 148, 0.644901, 2, 0.644921, 999, 148, 0.608907, 2, 0.610312, 999, 148, 0.612906, 2, 0.613486, 999, 148, 0.633903, 2, 0.633929, 999, 148, 0.587909, 2, 0.59359, 999, 148, 0.613906, 2, 0.615099, 999, 148, 1.34879, 2, 1.35896, 999, 148, 1.3018, 2, 1.30288, 999, 148, 1.35079, 2, 1.3516, 999, 148, 5.71113, 2, 5.72615, 999, 148, 1.22081, 2, 1.22097, 999, 148, 14.5908, 2, 2.07247, 999, 148, 5.48317, 2, 5.4849, 999, 148, 10.1415, 2, 10.1416, 999, 148, 1.2828, 2, 1.28358, 999, 148, 4.41933, 2, 4.41964, 999, 148, 1.68374, 2, 0.99397, 999, 148, 1.86172, 2, 1.54073, 999, 148, 1.47777, 2, 0.98092, 999, 148, 6.94094, 2, 1.26938, 999, 148, 5.9201, 2, 1.13702, 999, 148, 99.8988, 2, 12.8802, 999, 148, 93.9707, 2, 12.1446, 999, 148, 16.0846, 2, 16.3434, 999, 148, 37.36, 2, 37.4862, 999, 148, 2.17767, 2, 2.17807, 999, 148, 19.0061, 2, 11.9038, 999, 148, 17.0124, 2, 11.653, 999
149, 6.582, 2, 6.58298, 999, 149, 5.72213, 2, 5.7232, 999, 149, 8.90664, 2, 8.90737, 999, 149, 7.72783, 2, 7.72932, 999, 149, 3.9214, 2, 3.9224, 999, 149, 5.9091, 2, 5.91011, 999, 149, 5.30319, 2, 5.30472, 999, 149, 4.49931, 2, 4.49967, 999, 149, 3.9714, 2, 3.97181, 999, 149, 5.70513, 2, 5.70878, 999, 149, 3.55146, 2, 3.95749, 999, 149, 6.97994, 2, 6.98106, 999, 149, 26.6599, 2, 26.6596, 999, 149, 7.2089, 2, 7.24177, 999, 149, 236.845, 2, 29.7995, 999, 149, 24.4343, 2, 24.4364, 999, 149, 30.0804, 2, 30.081, 999, 149, 3.86641, 2, 3.86717, 999, 149, 19.2891, 2, 19.289, 999, 149, 110.013, 2, 14.9604, 999, 149, 17.8133, 2, 6.067, 999, 149, 94.7826, 2, 13.0423, 999, 149, 184.801, 2, 23.9454, 999, 149, 178.211, 2, 23.1084, 999, 149, 198.53, 2, 28.8675, 999, 149, 195.004, 2, 28.9553, 999, 149, 51.5112, 2, 51.8015, 999, 149, 134.61, 2, 134.791, 999, 149, 22.7485, 2, 22.7489, 999, 149, 241.84, 2, 53.8843, 999, 149, 238.441, 2, 53.9105, 999
150, 83.4803, 2, 83.4978, 999, 150, 51.8701, 2, 51.8682, 999, 150, 175.008, 2, 175.01, 999, 150, 98.1371, 2, 98.1356, 999, 150, 98.0161, 2, 98.0167, 999, 150, 88.0456, 2, 88.0481, 999, 150, 80.6657, 2, 80.752, 999, 150, 66.021, 2, 66.0203, 999, 150, 96.0534, 2, 96.0539, 999, 150, 90.4562, 2, 90.456, 999, 150, 54.5257, 2, 54.5319, 999, 150, 97.5232, 2, 97.52, 999, 150, 112.275, 2, 112.273, 999, 150, 77.0803, 2, 77.0928, 999, 150, 1271.87, 2, 159.206, 999, 150, 112.698, 2, 112.696, 999, 150, 141.95, 2, 142.015, 999, 150, 105.687, 2, 105.689, 999, 150, 103.662, 2, 104.237, 999, 150, 523.443, 2, 69.5584, 999, 150, 128.04, 2, 32.9521, 999, 150, 609.12, 2, 80.2915, 999, 150, 846.51, 2, 106.429, 999, 150, 786.188, 2, 99.1339, 999, 150, 589.443, 2, 75.2249, 999, 150, 566.937, 2, 72.9864, 999, 150, 252.403, 2, 252.338, 999, 150, 578.0, 2, 578.136, 999, 150, 98.445, 2, 98.4435, 999, 150, 1165.75, 2, 160.609, 999, 150, 1233.65, 2, 169.04, 999
151, 8.91764, 2, 8.91871, 999, 151, 5.43117, 2, 5.43156, 999, 151, 14.8537, 2, 14.8549, 999, 151, 6.65399, 2, 6.65496, 999, 151, 4.34234, 2, 4.34344, 999, 151, 4.33734, 2, 4.3381, 999, 151, 6.25205, 2, 6.25514, 999, 151, 6.82896, 2, 6.83085, 999, 151, 4.39433, 2, 4.39545, 999, 151, 7.16091, 2, 7.16055, 999, 151, 3.53746, 2, 3.54031, 999, 151, 7.8988, 2, 7.90203, 999, 151, 19.3651, 2, 19.364, 999, 151, 6.39703, 2, 8.69116, 999, 151, 136.922, 2, 17.2394, 999, 151, 19.3651, 2, 19.3655, 999, 151, 34.2958, 2, 34.2954, 999, 151, 5.60715, 2, 5.60681, 999, 151, 12.3581, 2, 12.3725, 999, 151, 67.6157, 2, 9.22161, 999, 151, 19.809, 2, 6.09601, 999, 151, 66.071, 2, 10.1634, 999, 151, 117.258, 2, 15.1627, 999, 151, 112.721, 2, 14.6485, 999, 151, 311.764, 2, 41.0757, 999, 151, 290.784, 2, 40.2077, 999, 151, 25.98, 2, 26.2355, 999, 151, 82.63, 2, 82.7586, 999, 151, 25.8721, 2, 25.8728, 999, 151, 134.402, 2, 39.2483, 999, 151, 129.436, 2, 27.4089, 999
