INSTANCE_ID, EagleUP_1.565.350_Time, EagleUP_1.565.350_opt, EagleUP_1.565.350_solved, EagleUP_1.565.350_PAR, INSTANCE_ID, SAT09referencesolver:TNM_2009-03-22_Time, SAT09referencesolver:TNM_2009-03-22_opt, SAT09referencesolver:TNM_2009-03-22_solved, SAT09referencesolver:TNM_2009-03-22_PAR, INSTANCE_ID, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_Time, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_opt, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_solved, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_PAR, INSTANCE_ID, borg-sat_11.03.02-seq-random\(fixed\)_Time, borg-sat_11.03.02-seq-random\(fixed\)_opt, borg-sat_11.03.02-seq-random\(fixed\)_solved, borg-sat_11.03.02-seq-random\(fixed\)_PAR, INSTANCE_ID, adaptg2wsat2011_2011-03-02_Time, adaptg2wsat2011_2011-03-02_opt, adaptg2wsat2011_2011-03-02_solved, adaptg2wsat2011_2011-03-02_PAR, INSTANCE_ID, sattime2011_2011-03-02_Time, sattime2011_2011-03-02_opt, sattime2011_2011-03-02_solved, sattime2011_2011-03-02_PAR, INSTANCE_ID, ppfolio_seq_Time, ppfolio_seq_opt, ppfolio_seq_solved, ppfolio_seq_PAR, INSTANCE_ID, csls_pnorm-8cores_Time, csls_pnorm-8cores_opt, csls_pnorm-8cores_solved, csls_pnorm-8cores_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, borg-sat_11.03.02-par-random\(fixed\)_Time, borg-sat_11.03.02-par-random\(fixed\)_opt, borg-sat_11.03.02-par-random\(fixed\)_solved, borg-sat_11.03.02-par-random\(fixed\)_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, SAT09referencesolver:SATzilla2009_R_2009-03-22_Time, SAT09referencesolver:SATzilla2009_R_2009-03-22_opt, SAT09referencesolver:SATzilla2009_R_2009-03-22_solved, SAT09referencesolver:SATzilla2009_R_2009-03-22_PAR, INSTANCE_ID, MPhaseSAT_M_2011-02-16_Time, MPhaseSAT_M_2011-02-16_opt, MPhaseSAT_M_2011-02-16_solved, MPhaseSAT_M_2011-02-16_PAR, INSTANCE_ID, march_rw_2011-03-02_Time, march_rw_2011-03-02_opt, march_rw_2011-03-02_solved, march_rw_2011-03-02_PAR, INSTANCE_ID, SAT09referencesolver:march_hi_hi_Time, SAT09referencesolver:march_hi_hi_opt, SAT09referencesolver:march_hi_hi_solved, SAT09referencesolver:march_hi_hi_PAR, INSTANCE_ID, SAT09referencesolver:gnovelty+2_2009-03-22_Time, SAT09referencesolver:gnovelty+2_2009-03-22_opt, SAT09referencesolver:gnovelty+2_2009-03-22_solved, SAT09referencesolver:gnovelty+2_2009-03-22_PAR, INSTANCE_ID, borg-sat_11.03.02-random_Time, borg-sat_11.03.02-random_opt, borg-sat_11.03.02-random_solved, borg-sat_11.03.02-random_PAR
93, 1202.83, 1, 1202.79, 999, 93, 573.599, 1, 573.585, 999, 93, 143.357, 1, 143.36, 999, 93, 4901.43, 1, 4881.47, 999, 93, 1383.19, 1, 1383.15, 999, 93, 2879.51, 1, 2879.45, 999, 93, 5000.02, 0, 4999.93, 999, 93, 673.72, 1, 84.3744, 999, 93, 5000.05, 0, 5000.02, 999, 93, 722.779, 1, 95.3202, 999, 93, 39970.5, 0, 5000.02, 999, 93, 4998.47, 0, 4998.32, 999, 93, 5000.11, 0, 4999.91, 999, 93, 5000.04, 0, 4999.92, 999, 93, 5000.09, 0, 4999.91, 999, 93, 5000.02, 0, 4999.81, 999, 93, 1164.82, 1, 150.46, 999
94, 303.036, 1, 303.03, 999, 94, 1537.62, 1, 1537.58, 999, 94, 298.326, 1, 298.325, 999, 94, 184.748, 1, 184.27, 999, 94, 1613.81, 1, 1613.8, 999, 94, 901.973, 1, 901.948, 999, 94, 889.621, 1, 889.593, 999, 94, 6740.17, 1, 844.495, 999, 94, 741.75, 1, 741.848, 999, 94, 1290.59, 1, 184.775, 999, 94, 1801.03, 1, 225.3, 999, 94, 1655.12, 1, 1655.07, 999, 94, 5000.03, 0, 4999.91, 999, 94, 5000.1, 0, 5000.05, 999, 94, 5000.09, 0, 4999.95, 999, 94, 637.751, 1, 637.73, 999, 94, 4036.99, 1, 507.69, 999
95, 5000.02, 0, 4999.91, 999, 95, 5000.05, 0, 4999.91, 999, 95, 152.918, 1, 152.92, 999, 95, 5000.1, 0, 4980.22, 999, 95, 597.567, 1, 597.556, 999, 95, 5000.09, 0, 4999.92, 999, 95, 4999.75, 0, 5000.01, 999, 95, 23594.1, 1, 3006.68, 999, 95, 5000.06, 0, 5000.02, 999, 95, 25497.4, 0, 3212.11, 999, 95, 18800.7, 1, 2351.93, 999, 95, 4998.7, 0, 4998.59, 999, 95, 4999.99, 0, 5000.02, 999, 95, 5000.03, 0, 5000.22, 999, 95, 5000.09, 0, 4999.91, 999, 95, 5000.05, 0, 4999.91, 999, 95, 18619.2, 0, 2348.62, 999
96, 5000.04, 0, 4999.91, 999, 96, 5000.02, 0, 4999.91, 999, 96, 158.969, 1, 158.976, 999, 96, 5000.02, 0, 4985.63, 999, 96, 4244.35, 1, 4244.3, 999, 96, 1045.01, 1, 1045.0, 999, 96, 5000.01, 0, 4999.95, 999, 96, 2330.93, 1, 292.015, 999, 96, 5000.03, 0, 5000.02, 999, 96, 7206.33, 0, 915.326, 999, 96, 39969.0, 0, 5000.02, 999, 96, 4999.25, 0, 4999.14, 999, 96, 5000.08, 0, 4999.92, 999, 96, 5000.04, 0, 4999.93, 999, 96, 5000.11, 0, 5000.01, 999, 96, 4999.97, 0, 5000.01, 999, 96, 4713.72, 1, 608.391, 999
97, 177.008, 1, 177.006, 999, 97, 1175.45, 1, 1175.42, 999, 97, 617.197, 1, 617.192, 999, 97, 3641.13, 0, 3627.84, 999, 97, 5000.06, 0, 5000.12, 999, 97, 2289.79, 1, 2289.73, 999, 97, 5000.01, 0, 4999.92, 999, 97, 30674.1, 1, 3842.66, 999, 97, 531.74, 1, 531.818, 999, 97, 107.933, 1, 16.9937, 999, 97, 39972.2, 0, 5000.02, 999, 97, 829.852, 1, 829.832, 999, 97, 5000.04, 0, 4999.91, 999, 97, 5000.11, 0, 4999.96, 999, 97, 5000.12, 0, 5000.04, 999, 97, 30.3944, 1, 30.3948, 999, 97, 6225.68, 1, 782.609, 999
98, 5000.03, 0, 4999.91, 999, 98, 5000.05, 0, 4999.91, 999, 98, 132.892, 1, 132.897, 999, 98, 5000.07, 0, 4985.52, 999, 98, 5000.04, 0, 4999.92, 999, 98, 2030.73, 1, 2030.68, 999, 98, 5000.01, 0, 4999.94, 999, 98, 38096.9, 0, 5100.03, 999, 98, 5000.0, 0, 4999.92, 999, 98, 7870.86, 0, 998.947, 999, 98, 39970.9, 0, 5000.02, 999, 98, 4998.86, 0, 4998.68, 999, 98, 4999.96, 0, 5000.02, 999, 98, 5000.12, 0, 5000.02, 999, 98, 5000.11, 0, 5000.01, 999, 98, 5000.04, 0, 4999.91, 999, 98, 18933.6, 0, 2384.92, 999
99, 580.671, 1, 580.652, 999, 99, 2573.07, 1, 2572.99, 999, 99, 5000.04, 0, 4999.91, 999, 99, 3455.23, 0, 3445.24, 999, 99, 5000.12, 0, 5000.02, 999, 99, 4010.85, 1, 4010.81, 999, 99, 5000.09, 0, 5000.01, 999, 99, 40000.5, 0, 5011.13, 999, 99, 613.23, 1, 613.33, 999, 99, 369.742, 1, 47.9038, 999, 99, 34992.1, 0, 5000.02, 999, 99, 4998.48, 0, 4998.32, 999, 99, 2020.87, 1, 2020.83, 999, 99, 5000.09, 0, 4999.94, 999, 99, 4999.88, 0, 5000.03, 999, 99, 5000.06, 0, 4999.91, 999, 99, 11419.5, 0, 1625.91, 999
100, 5000.04, 0, 4999.81, 999, 100, 5000.02, 0, 4999.91, 999, 100, 2120.06, 1, 2119.99, 999, 100, 3550.97, 0, 3539.84, 999, 100, 5000.11, 0, 5000.02, 999, 100, 5000.1, 0, 5000.12, 999, 100, 5000.09, 0, 5000.01, 999, 100, 40001.0, 0, 5010.83, 999, 100, 4998.88, 0, 5000.02, 999, 100, 9527.11, 0, 1199.11, 999, 100, 39972.2, 0, 5000.02, 999, 100, 4999.25, 0, 4999.14, 999, 100, 5000.04, 0, 4999.92, 999, 100, 5000.06, 0, 4999.94, 999, 100, 5000.05, 0, 4999.83, 999, 100, 5000.02, 0, 4999.91, 999, 100, 10709.7, 0, 1515.91, 999
101, 1966.31, 1, 1966.27, 999, 101, 2533.06, 1, 2533.02, 999, 101, 1142.11, 1, 1142.08, 999, 101, 29.2396, 1, 29.2251, 999, 101, 480.352, 1, 480.342, 999, 101, 79.084, 1, 79.0828, 999, 101, 1666.11, 1, 1666.07, 999, 101, 3270.82, 1, 409.563, 999, 101, 1838.85, 1, 1838.95, 999, 101, 982.83, 1, 125.266, 999, 101, 209.31, 1, 26.2918, 999, 101, 837.486, 1, 837.463, 999, 101, 1069.57, 1, 1069.55, 999, 101, 5000.15, 0, 5000.04, 999, 101, 5000.08, 0, 4999.93, 999, 101, 284.719, 1, 284.712, 999, 101, 617.541, 1, 78.7638, 999
102, 63.1514, 1, 63.1522, 999, 102, 607.281, 1, 607.273, 999, 102, 12.4231, 1, 12.4228, 999, 102, 53.9488, 1, 54.0221, 999, 102, 156.59, 1, 156.587, 999, 102, 106.178, 1, 106.175, 999, 102, 1110.84, 1, 1110.81, 999, 102, 1203.89, 1, 150.753, 999, 102, 535.15, 1, 535.278, 999, 102, 63.4364, 1, 9.50671, 999, 102, 1504.34, 1, 188.289, 999, 102, 1145.73, 1, 1145.72, 999, 102, 5000.08, 0, 4999.91, 999, 102, 5000.11, 0, 4999.95, 999, 102, 5000.12, 0, 5000.05, 999, 102, 361.02, 1, 361.01, 999, 102, 626.964, 1, 80.0553, 999
103, 154.146, 1, 154.143, 999, 103, 55.0936, 1, 55.098, 999, 103, 115.667, 1, 115.666, 999, 103, 8.09777, 1, 8.31139, 999, 103, 98.2671, 1, 98.2702, 999, 103, 30.0694, 1, 30.0732, 999, 103, 767.355, 1, 767.333, 999, 103, 81.0697, 1, 10.1664, 999, 103, 926.64, 1, 926.788, 999, 103, 758.58, 1, 109.965, 999, 103, 2512.44, 1, 314.3, 999, 103, 85.1111, 1, 85.117, 999, 103, 693.943, 1, 693.925, 999, 103, 5000.1, 0, 5000.04, 999, 103, 5000.07, 0, 4999.94, 999, 103, 3.54546, 1, 3.54621, 999, 103, 590.894, 1, 75.3612, 999
104, 5000.02, 0, 4999.91, 999, 104, 5000.09, 0, 5000.01, 999, 104, 262.183, 1, 262.182, 999, 104, 4749.41, 0, 5100.12, 999, 104, 5000.08, 0, 4999.92, 999, 104, 5000.06, 0, 4999.82, 999, 104, 4999.96, 0, 5000.01, 999, 104, 38019.0, 0, 5100.02, 999, 104, 5000.04, 0, 5000.02, 999, 104, 11763.7, 0, 1485.13, 999, 104, 39970.1, 0, 5000.02, 999, 104, 4998.69, 0, 4998.57, 999, 104, 5000.04, 0, 4999.92, 999, 104, 5000.04, 0, 5000.02, 999, 104, 5000.09, 0, 4999.91, 999, 104, 5000.06, 0, 4999.91, 999, 104, 17938.1, 0, 2259.52, 999
105, 5000.03, 0, 4999.91, 999, 105, 5000.04, 0, 4999.91, 999, 105, 5000.04, 0, 4999.91, 999, 105, 3456.3, 0, 3446.34, 999, 105, 5000.08, 0, 4999.92, 999, 105, 5000.04, 0, 4999.92, 999, 105, 4999.96, 0, 5000.02, 999, 105, 40000.2, 0, 5008.72, 999, 105, 5000.03, 0, 5000.02, 999, 105, 11323.8, 0, 1605.02, 999, 105, 39972.1, 0, 5000.02, 999, 105, 4998.95, 0, 4998.81, 999, 105, 5000.04, 0, 4999.91, 999, 105, 5000.12, 0, 5000.04, 999, 105, 5000.14, 0, 5000.03, 999, 105, 5000.04, 0, 4999.91, 999, 105, 8653.5, 0, 1088.01, 999
106, 598.007, 1, 597.993, 999, 106, 5000.06, 0, 4999.91, 999, 106, 192.951, 1, 192.951, 999, 106, 801.365, 0, 799.696, 999, 106, 5000.04, 0, 4999.91, 999, 106, 329.17, 1, 329.162, 999, 106, 1906.67, 1, 1906.61, 999, 106, 12193.9, 1, 1527.38, 999, 106, 1039.01, 1, 1035.21, 999, 106, 1277.88, 1, 162.307, 999, 106, 39971.2, 0, 5000.02, 999, 106, 4998.97, 0, 4998.85, 999, 106, 5000.1, 0, 4999.91, 999, 106, 5000.07, 0, 4999.94, 999, 106, 5000.06, 0, 4999.94, 999, 106, 2470.61, 1, 2470.49, 999, 106, 450.666, 1, 66.4021, 999
107, 5000.02, 0, 4999.91, 999, 107, 5000.05, 0, 4999.91, 999, 107, 5000.03, 0, 4999.91, 999, 107, 3458.03, 0, 3446.34, 999, 107, 5000.11, 0, 5000.02, 999, 107, 5000.07, 0, 4999.92, 999, 107, 5000.04, 0, 4999.92, 999, 107, 40000.7, 0, 5010.02, 999, 107, 4999.99, 0, 5000.02, 999, 107, 8725.45, 0, 1097.91, 999, 107, 39971.6, 0, 5000.02, 999, 107, 4998.93, 0, 4998.77, 999, 107, 5000.06, 0, 4999.91, 999, 107, 5000.09, 0, 4999.94, 999, 107, 5000.06, 0, 4999.93, 999, 107, 5000.06, 0, 4999.91, 999, 107, 9517.54, 0, 1196.91, 999
108, 20.6569, 1, 20.6565, 999, 108, 183.157, 1, 183.156, 999, 108, 17.5163, 1, 17.5164, 999, 108, 123.166, 1, 123.008, 999, 108, 484.403, 1, 484.391, 999, 108, 701.671, 1, 701.645, 999, 108, 81.7956, 1, 81.796, 999, 108, 40.4608, 1, 5.08998, 999, 108, 384.44, 1, 384.544, 999, 108, 809.252, 1, 102.629, 999, 108, 329.242, 1, 41.2026, 999, 108, 941.236, 1, 941.221, 999, 108, 538.18, 1, 538.166, 999, 108, 5000.05, 0, 4999.93, 999, 108, 5000.09, 0, 4999.92, 999, 108, 428.154, 1, 428.143, 999, 108, 284.801, 1, 36.9284, 999
109, 5000.06, 0, 4999.91, 999, 109, 5000.05, 0, 4999.91, 999, 109, 5000.09, 0, 4999.91, 999, 109, 3453.57, 0, 3441.94, 999, 109, 5000.03, 0, 4999.92, 999, 109, 5000.1, 0, 5000.01, 999, 109, 5000.1, 0, 5000.02, 999, 109, 40000.9, 0, 5008.24, 999, 109, 5000.09, 0, 5000.02, 999, 109, 9393.62, 0, 1181.51, 999, 109, 39972.1, 0, 5000.02, 999, 109, 4998.85, 0, 4998.77, 999, 109, 5000.1, 0, 5000.01, 999, 109, 5000.15, 0, 5000.24, 999, 109, 5000.05, 0, 4999.93, 999, 109, 5000.05, 0, 4999.91, 999, 109, 7865.58, 0, 989.005, 999
110, 2266.23, 1, 2266.15, 999, 110, 5000.02, 0, 4999.91, 999, 110, 640.831, 1, 640.811, 999, 110, 3548.43, 0, 3536.54, 999, 110, 5000.04, 0, 4999.92, 999, 110, 5000.06, 0, 5000.02, 999, 110, 5000.03, 0, 4999.91, 999, 110, 40000.7, 0, 5009.34, 999, 110, 4999.35, 0, 5000.02, 999, 110, 9490.66, 0, 1194.72, 999, 110, 39972.2, 0, 5000.02, 999, 110, 4999.25, 0, 4999.13, 999, 110, 5000.03, 0, 4999.91, 999, 110, 5000.05, 0, 4999.94, 999, 110, 5000.05, 0, 4999.82, 999, 110, 5000.02, 0, 4999.91, 999, 110, 10051.9, 0, 1437.81, 999
111, 5000.07, 0, 4999.91, 999, 111, 4239.93, 1, 4239.83, 999, 111, 146.816, 1, 146.817, 999, 111, 337.078, 1, 336.265, 999, 111, 293.975, 1, 293.971, 999, 111, 776.183, 1, 776.167, 999, 111, 3645.11, 1, 3644.99, 999, 111, 631.046, 1, 79.0552, 999, 111, 5000.08, 0, 5000.02, 999, 111, 2483.61, 1, 319.211, 999, 111, 39970.1, 0, 5000.02, 999, 111, 4999.23, 0, 4999.09, 999, 111, 5000.03, 0, 4999.92, 999, 111, 5000.07, 0, 4999.92, 999, 111, 5000.04, 0, 4999.91, 999, 111, 5000.09, 0, 4999.91, 999, 111, 1360.28, 1, 203.087, 999
112, 5000.04, 0, 4999.91, 999, 112, 5000.09, 0, 5000.01, 999, 112, 235.041, 1, 235.043, 999, 112, 5000.06, 0, 4981.81, 999, 112, 1310.79, 1, 1310.74, 999, 112, 3048.64, 1, 3048.69, 999, 112, 5000.02, 0, 4999.91, 999, 112, 38316.8, 0, 5100.03, 999, 112, 4999.66, 0, 5000.02, 999, 112, 17181.8, 0, 2168.27, 999, 112, 39971.0, 0, 5000.02, 999, 112, 4998.77, 0, 4998.69, 999, 112, 5000.07, 0, 4999.92, 999, 112, 5000.1, 0, 5000.02, 999, 112, 5000.09, 0, 4999.91, 999, 112, 5000.06, 0, 4999.91, 999, 112, 7803.3, 0, 985.721, 999
113, 5000.03, 0, 4999.91, 999, 113, 2222.28, 1, 2222.22, 999, 113, 346.339, 1, 346.346, 999, 113, 5000.07, 0, 4981.33, 999, 113, 1832.23, 1, 1832.19, 999, 113, 841.798, 1, 841.773, 999, 113, 4735.65, 1, 4735.66, 999, 113, 4963.51, 1, 621.579, 999, 113, 5000.03, 0, 5000.02, 999, 113, 7135.34, 0, 906.626, 999, 113, 14133.0, 1, 1768.2, 999, 113, 4998.38, 0, 4998.21, 999, 113, 5000.09, 0, 4999.92, 999, 113, 5000.09, 0, 4999.93, 999, 113, 5000.04, 0, 4999.81, 999, 113, 5000.04, 0, 4999.91, 999, 113, 7616.9, 0, 1077.01, 999
114, 1.09983, 1, 1.0999, 999, 114, 50.3653, 1, 50.3637, 999, 114, 17.3974, 1, 17.3973, 999, 114, 8.81666, 1, 9.1523, 999, 114, 13.5339, 1, 13.5351, 999, 114, 164.464, 1, 164.465, 999, 114, 90.7052, 1, 90.7083, 999, 114, 441.901, 1, 55.3434, 999, 114, 352.44, 1, 352.558, 999, 114, 35.2506, 1, 9.34316, 999, 114, 68.4066, 1, 8.5828, 999, 114, 71.0082, 1, 71.0116, 999, 114, 219.62, 1, 219.634, 999, 114, 5000.14, 0, 5000.16, 999, 114, 5000.1, 0, 4999.95, 999, 114, 29.2156, 1, 29.2164, 999, 114, 31.3852, 1, 5.33857, 999
115, 3650.44, 1, 3650.35, 999, 115, 5000.07, 0, 4999.91, 999, 115, 559.28, 1, 559.26, 999, 115, 3551.19, 0, 3542.03, 999, 115, 5000.05, 0, 4999.92, 999, 115, 5000.05, 0, 4999.92, 999, 115, 5000.08, 0, 5000.01, 999, 115, 40000.8, 0, 5010.73, 999, 115, 4998.97, 0, 5000.02, 999, 115, 8720.45, 0, 1236.53, 999, 115, 39972.4, 0, 5000.02, 999, 115, 4999.18, 0, 4999.03, 999, 115, 5000.04, 0, 4999.91, 999, 115, 5000.08, 0, 4999.94, 999, 115, 5000.01, 0, 5000.02, 999, 115, 5000.1, 0, 4999.91, 999, 115, 8313.35, 0, 1183.71, 999
116, 5000.04, 0, 4999.91, 999, 116, 5000.07, 0, 4999.91, 999, 116, 379.26, 1, 379.257, 999, 116, 3552.74, 0, 3538.75, 999, 116, 5000.12, 0, 5000.22, 999, 116, 5000.1, 0, 5000.02, 999, 116, 5000.01, 0, 4999.91, 999, 116, 40000.7, 0, 5009.93, 999, 116, 4999.99, 0, 5000.02, 999, 116, 8735.33, 0, 1100.11, 999, 116, 39971.1, 0, 5000.02, 999, 116, 4999.18, 0, 4999.07, 999, 116, 5000.08, 0, 4999.91, 999, 116, 5000.09, 0, 4999.93, 999, 116, 5000.09, 0, 4999.93, 999, 116, 5000.01, 0, 4999.91, 999, 116, 9446.77, 0, 1188.11, 999
117, 13.5429, 1, 13.5539, 999, 117, 22.0416, 1, 22.0413, 999, 117, 12.0072, 1, 12.0077, 999, 117, 70.5463, 1, 70.5909, 999, 117, 362.229, 1, 362.228, 999, 117, 329.8, 1, 329.92, 999, 117, 149.502, 1, 149.507, 999, 117, 156.685, 1, 19.6464, 999, 117, 406.82, 1, 407.099, 999, 117, 61.0597, 1, 13.8375, 999, 117, 422.353, 1, 52.8703, 999, 117, 397.928, 1, 397.921, 999, 117, 5000.04, 0, 4999.91, 999, 117, 5000.09, 0, 4999.93, 999, 117, 5000.07, 0, 4999.92, 999, 117, 427.179, 1, 427.159, 999, 117, 55.8435, 1, 9.21875, 999
118, 0.746885, 1, 0.747102, 999, 118, 2.6286, 1, 2.62873, 999, 118, 0.658898, 1, 0.659226, 999, 118, 2.54261, 1, 2.79359, 999, 118, 2.98854, 1, 2.98854, 999, 118, 1.92171, 1, 1.92193, 999, 118, 8.85065, 1, 8.85045, 999, 118, 0.91186, 1, 0.127906, 999, 118, 26.53, 1, 26.6497, 999, 118, 9.71752, 1, 2.32542, 999, 118, 17.5923, 1, 2.21265, 999, 118, 18.6682, 1, 18.6684, 999, 118, 18.9361, 1, 18.9377, 999, 118, 5000.1, 0, 5000.05, 999, 118, 5000.05, 0, 4999.93, 999, 118, 3.18751, 1, 3.18877, 999, 118, 4.85526, 1, 1.80327, 999
119, 446.406, 1, 446.402, 999, 119, 5000.07, 0, 4999.91, 999, 119, 433.533, 1, 433.525, 999, 119, 3444.78, 0, 3433.73, 999, 119, 5000.1, 0, 5000.02, 999, 119, 1648.64, 1, 1648.6, 999, 119, 4999.97, 0, 5000.02, 999, 119, 33495.8, 1, 4196.65, 999, 119, 1168.15, 1, 1168.26, 999, 119, 6980.23, 1, 1087.24, 999, 119, 31681.5, 1, 3963.01, 999, 119, 4998.97, 0, 4998.79, 999, 119, 5000.02, 0, 4999.91, 999, 119, 5000.06, 0, 4999.94, 999, 119, 5000.08, 0, 4999.94, 999, 119, 61.3907, 1, 61.3917, 999, 119, 297.523, 1, 42.9741, 999
120, 5000.06, 0, 4999.91, 999, 120, 5000.04, 0, 4999.91, 999, 120, 5000.04, 0, 4999.91, 999, 120, 3459.48, 0, 3446.34, 999, 120, 5000.05, 0, 5000.12, 999, 120, 5000.06, 0, 4999.82, 999, 120, 5000.07, 0, 4999.91, 999, 120, 40000.3, 0, 5008.12, 999, 120, 5000.07, 0, 5000.02, 999, 120, 10487.3, 0, 1497.22, 999, 120, 39971.5, 0, 5000.02, 999, 120, 4998.85, 0, 4998.71, 999, 120, 5000.05, 0, 4999.91, 999, 120, 5000.1, 0, 4999.95, 999, 120, 5000.11, 0, 5000.03, 999, 120, 5000.02, 0, 4999.91, 999, 120, 10972.5, 0, 1379.5, 999
121, 4.16337, 1, 4.16662, 999, 121, 21.4507, 1, 21.451, 999, 121, 13.8849, 1, 13.8859, 999, 121, 14.2908, 1, 14.5395, 999, 121, 254.742, 1, 254.737, 999, 121, 294.969, 1, 294.962, 999, 121, 149.064, 1, 149.062, 999, 121, 63.3054, 1, 7.94071, 999, 121, 291.23, 1, 291.338, 999, 121, 33.6469, 1, 6.43555, 999, 121, 55.3466, 1, 6.96408, 999, 121, 441.784, 1, 441.781, 999, 121, 29.4015, 1, 29.4028, 999, 121, 5000.04, 0, 4999.93, 999, 121, 5000.05, 0, 4999.92, 999, 121, 238.838, 1, 238.831, 999, 121, 30.1604, 1, 6.00922, 999
122, 5000.04, 0, 4999.91, 999, 122, 5000.07, 0, 5000.01, 999, 122, 5000.09, 0, 4999.91, 999, 122, 3548.84, 0, 3537.64, 999, 122, 5000.1, 0, 5000.02, 999, 122, 5000.08, 0, 5000.02, 999, 122, 5000.05, 0, 4999.91, 999, 122, 40000.8, 0, 5011.73, 999, 122, 5000.09, 0, 5000.02, 999, 122, 8649.24, 0, 1088.01, 999, 122, 39972.3, 0, 5000.02, 999, 122, 4998.3, 0, 4998.15, 999, 122, 5000.07, 0, 4999.91, 999, 122, 5000.06, 0, 4999.95, 999, 122, 5000.05, 0, 4999.93, 999, 122, 5000.06, 0, 5000.11, 999, 122, 10720.9, 0, 1529.1, 999
123, 5000.03, 0, 4999.91, 999, 123, 5000.09, 0, 5000.01, 999, 123, 5000.08, 0, 5000.01, 999, 123, 3554.65, 0, 3599.34, 999, 123, 5000.08, 0, 4999.92, 999, 123, 5000.1, 0, 5000.12, 999, 123, 5000.02, 0, 5000.02, 999, 123, 40000.8, 0, 5012.33, 999, 123, 5000.03, 0, 5000.02, 999, 123, 10270.8, 0, 1296.02, 999, 123, 39971.5, 0, 5000.02, 999, 123, 4999.27, 0, 4999.17, 999, 123, 5000.05, 0, 4999.91, 999, 123, 5000.13, 0, 4999.94, 999, 123, 5000.12, 0, 4999.93, 999, 123, 5000.03, 0, 5000.01, 999, 123, 9576.21, 0, 1204.71, 999
124, 5000.06, 0, 4999.91, 999, 124, 5000.07, 0, 4999.91, 999, 124, 625.84, 1, 625.824, 999, 124, 3558.21, 0, 3547.54, 999, 124, 5000.06, 0, 4999.91, 999, 124, 5000.04, 0, 4999.92, 999, 124, 5000.06, 0, 4999.91, 999, 124, 20744.7, 1, 2598.25, 999, 124, 5000.03, 0, 5000.02, 999, 124, 9512.0, 0, 1214.52, 999, 124, 28196.0, 1, 3527.02, 999, 124, 4999.18, 0, 4998.94, 999, 124, 5000.02, 0, 4999.91, 999, 124, 5000.06, 0, 4999.94, 999, 124, 5000.06, 0, 4999.93, 999, 124, 5000.06, 0, 4999.91, 999, 124, 9861.1, 0, 1563.21, 999
125, 5000.02, 0, 4999.91, 999, 125, 5000.09, 0, 5000.01, 999, 125, 5000.09, 0, 4999.91, 999, 125, 3548.2, 0, 3534.34, 999, 125, 5000.06, 0, 5000.02, 999, 125, 5000.11, 0, 5001.92, 999, 125, 4999.97, 0, 5000.01, 999, 125, 40000.2, 0, 5007.62, 999, 125, 4999.94, 0, 5000.02, 999, 125, 8791.59, 0, 1106.72, 999, 125, 39972.2, 0, 5000.02, 999, 125, 4999.26, 0, 4999.14, 999, 125, 5000.03, 0, 4999.91, 999, 125, 5000.06, 0, 4999.94, 999, 125, 5000.04, 0, 4999.93, 999, 125, 5000.01, 0, 4999.91, 999, 125, 10473.0, 0, 1481.81, 999
126, 5000.04, 0, 4999.81, 999, 126, 5000.09, 0, 5000.01, 999, 126, 5000.02, 0, 4999.91, 999, 126, 3458.74, 0, 3446.34, 999, 126, 2600.06, 1, 2599.99, 999, 126, 5000.04, 0, 4999.92, 999, 126, 5000.1, 0, 5000.01, 999, 126, 40000.3, 0, 5010.44, 999, 126, 5000.02, 0, 5000.02, 999, 126, 10199.5, 0, 1282.71, 999, 126, 22992.7, 1, 3261.88, 999, 126, 4998.45, 0, 4998.38, 999, 126, 5000.05, 0, 4999.91, 999, 126, 5000.09, 0, 4999.93, 999, 126, 5000.1, 0, 4999.93, 999, 126, 5000.06, 0, 4999.91, 999, 126, 9418.34, 0, 1183.7, 999
127, 175.151, 1, 175.147, 999, 127, 485.609, 1, 485.595, 999, 127, 78.2501, 1, 78.248, 999, 127, 131.422, 1, 131.26, 999, 127, 22.5626, 1, 22.5648, 999, 127, 21.6167, 1, 21.6162, 999, 127, 42.9465, 1, 42.9483, 999, 127, 292.167, 1, 36.6128, 999, 127, 850.01, 1, 850.291, 999, 127, 53.3099, 1, 8.09138, 999, 127, 2111.98, 1, 264.238, 999, 127, 157.362, 1, 157.357, 999, 127, 616.564, 1, 616.572, 999, 127, 5000.04, 0, 4999.94, 999, 127, 5000.12, 0, 5000.04, 999, 127, 31.1733, 1, 31.172, 999, 127, 11.2483, 1, 2.89569, 999
