INSTANCE_ID, SAT09referencesolver:SATzilla2009_C_2009-03-22_Time, SAT09referencesolver:SATzilla2009_C_2009-03-22_opt, SAT09referencesolver:SATzilla2009_C_2009-03-22_solved, SAT09referencesolver:SATzilla2009_C_2009-03-22_PAR, INSTANCE_ID, MPhaseSAT_2011-02-15_Time, MPhaseSAT_2011-02-15_opt, MPhaseSAT_2011-02-15_solved, MPhaseSAT_2011-02-15_PAR, INSTANCE_ID, ppfolio_par_Time, ppfolio_par_opt, ppfolio_par_solved, ppfolio_par_PAR, INSTANCE_ID, Sol_2011-04-04_Time, Sol_2011-04-04_opt, Sol_2011-04-04_solved, Sol_2011-04-04_PAR, INSTANCE_ID, ppfolio_seq_Time, ppfolio_seq_opt, ppfolio_seq_solved, ppfolio_seq_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, Coach-SAT-Portfolio_2011-03-18_Time, Coach-SAT-Portfolio_2011-03-18_opt, Coach-SAT-Portfolio_2011-03-18_solved, Coach-SAT-Portfolio_2011-03-18_PAR, INSTANCE_ID, PicoSAT_941_Time, PicoSAT_941_opt, PicoSAT_941_solved, PicoSAT_941_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_Time, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_opt, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_solved, CryptoMiniSat_Strange-Night-2-mt\(fixed\)_PAR, INSTANCE_ID, clasp_2.0-R4092-crafted_Time, clasp_2.0-R4092-crafted_opt, clasp_2.0-R4092-crafted_solved, clasp_2.0-R4092-crafted_PAR, INSTANCE_ID, SAT07referencesolver:minisat_SAT2007_Time, SAT07referencesolver:minisat_SAT2007_opt, SAT07referencesolver:minisat_SAT2007_solved, SAT07referencesolver:minisat_SAT2007_PAR, INSTANCE_ID, Plingeling_587f\(fixed\)_Time, Plingeling_587f\(fixed\)_opt, Plingeling_587f\(fixed\)_solved, Plingeling_587f\(fixed\)_PAR, INSTANCE_ID, jMiniSat_2011_Time, jMiniSat_2011_opt, jMiniSat_2011_solved, jMiniSat_2011_PAR, INSTANCE_ID, claspmt_2.0-R4095-patched\(fixed\)_Time, claspmt_2.0-R4095-patched\(fixed\)_opt, claspmt_2.0-R4095-patched\(fixed\)_solved, claspmt_2.0-R4095-patched\(fixed\)_PAR, INSTANCE_ID, claspmt_2.0-R4095_Time, claspmt_2.0-R4095_opt, claspmt_2.0-R4095_solved, claspmt_2.0-R4095_PAR, INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, SAT09referencesolver:clasp_1.2.0-SAT09-32_Time, SAT09referencesolver:clasp_1.2.0-SAT09-32_opt, SAT09referencesolver:clasp_1.2.0-SAT09-32_solved, SAT09referencesolver:clasp_1.2.0-SAT09-32_PAR, INSTANCE_ID, SArTagnan_2011-05-15\(fixed\)_Time, SArTagnan_2011-05-15\(fixed\)_opt, SArTagnan_2011-05-15\(fixed\)_solved, SArTagnan_2011-05-15\(fixed\)_PAR, INSTANCE_ID, priss_1.0_Time, priss_1.0_opt, priss_1.0_solved, priss_1.0_PAR, INSTANCE_ID, sathys_2011-04-01_Time, sathys_2011-04-01_opt, sathys_2011-04-01_solved, sathys_2011-04-01_PAR, INSTANCE_ID, SApperloT2010_2011-05-15\(fixed\)_Time, SApperloT2010_2011-05-15\(fixed\)_opt, SApperloT2010_2011-05-15\(fixed\)_solved, SApperloT2010_2011-05-15\(fixed\)_PAR, INSTANCE_ID, sattime+_2011-03-02_Time, sattime+_2011-03-02_opt, sattime+_2011-03-02_solved, sattime+_2011-03-02_PAR, INSTANCE_ID, sattime_2011-03-02_Time, sattime_2011-03-02_opt, sattime_2011-03-02_solved, sattime_2011-03-02_PAR
159, 0.193969, 1, 0.194985, 999, 159, 0.276957, 1, 0.278387, 999, 159, 0.247962, 1, 0.0888569, 999, 159, 1.99469, 1, 1.95862, 999, 159, 0.108982, 1, 0.108726, 999, 159, 0.199969, 1, 0.202663, 999, 159, 0.080986, 1, 0.0850949, 999, 159, 3.38548, 1, 3.50616, 999, 159, 0.010998, 1, 0.054439, 999, 159, 0.246961, 1, 0.248251, 999, 159, 0.874866, 1, 0.136143, 999, 159, 0.106983, 1, 0.11234, 999, 159, 0.12198, 1, 0.121833, 999, 159, 0.705892, 1, 0.186196, 999, 159, 0.480926, 1, 0.550868, 999, 159, 0.164974, 1, 0.122308, 999, 159, 0.137978, 1, 0.121111, 999, 159, 0.079987, 1, 0.084456, 999, 159, 0.133979, 1, 0.134352, 999, 159, 0.052991, 1, 0.021159, 999, 159, 5.80212, 1, 1.51294, 999, 159, 0.100983, 1, 0.102817, 999, 159, 0.021996, 1, 0.021793, 999, 159, 0.086985, 1, 0.0863261, 999, 159, 0.088985, 1, 0.0889819, 999
160, 0.787879, 1, 0.788237, 999, 160, 0.18997, 1, 0.191144, 999, 160, 0.691894, 1, 0.234604, 999, 160, 7.33088, 1, 7.28912, 999, 160, 0.58491, 1, 0.587478, 999, 160, 0.293954, 1, 0.29494, 999, 160, 0.240962, 1, 0.240604, 999, 160, 5.14122, 1, 5.45301, 999, 160, 0.084986, 1, 0.0851931, 999, 160, 0.371943, 1, 0.373438, 999, 160, 2.33464, 1, 0.355319, 999, 160, 0.375942, 1, 0.379014, 999, 160, 0.364943, 1, 0.366118, 999, 160, 2.83257, 1, 0.525147, 999, 160, 0.578911, 1, 0.324329, 999, 160, 0.561914, 1, 0.413635, 999, 160, 0.672897, 0, 0.498228, 999, 160, 0.218966, 1, 0.220292, 999, 160, 0.504922, 1, 0.504912, 999, 160, 0.18597, 1, 0.054307, 999, 160, 10.4944, 1, 2.8002, 999, 160, 0.279956, 1, 0.281322, 999, 160, 0.073987, 1, 0.0770451, 999, 160, 0.313951, 1, 0.313808, 999, 160, 0.313951, 1, 0.313866, 999
161, 0.637902, 1, 0.637543, 999, 161, 0.195969, 1, 0.196616, 999, 161, 1.70774, 1, 0.230362, 999, 161, 4.37433, 1, 4.3358, 999, 161, 0.689894, 1, 0.6896, 999, 161, 0.241962, 1, 0.242327, 999, 161, 0.207967, 1, 0.208929, 999, 161, 4.72128, 1, 5.20313, 999, 161, 0.026995, 1, 0.0276149, 999, 161, 0.526919, 1, 0.527565, 999, 161, 2.13268, 1, 0.324812, 999, 161, 0.316951, 1, 0.335895, 999, 161, 0.401938, 1, 0.406662, 999, 161, 3.37649, 1, 0.630147, 999, 161, 0.567913, 1, 0.306475, 999, 161, 0.489924, 1, 0.34439, 999, 161, 0.488924, 1, 0.345012, 999, 161, 0.204968, 1, 0.204841, 999, 161, 0.400938, 1, 0.401096, 999, 161, 0.172972, 1, 0.0469689, 999, 161, 6.24105, 1, 1.63131, 999, 161, 0.241962, 1, 0.240902, 999, 161, 0.053991, 1, 0.0559669, 999, 161, 0.25196, 1, 0.252302, 999, 161, 0.25696, 1, 0.257241, 999
162, 0.166974, 1, 0.167974, 999, 162, 0.242962, 1, 0.244494, 999, 162, 0.19097, 1, 0.0671799, 999, 162, 1.78273, 1, 1.7924, 999, 162, 0.063989, 1, 0.114225, 999, 162, 0.178972, 1, 0.180204, 999, 162, 0.066989, 1, 0.068574, 999, 162, 3.2955, 1, 3.45073, 999, 162, 0.010997, 1, 0.012647, 999, 162, 0.19597, 1, 0.195789, 999, 162, 0.879865, 1, 0.133036, 999, 162, 0.085986, 1, 0.087785, 999, 162, 0.088986, 1, 0.0889809, 999, 162, 0.074988, 1, 0.0401299, 999, 162, 0.484925, 1, 0.762319, 999, 162, 0.153975, 0, 0.135042, 999, 162, 0.141978, 0, 0.1365, 999, 162, 0.05699, 1, 0.0570589, 999, 162, 0.127979, 1, 0.128354, 999, 162, 0.052991, 1, 0.0225869, 999, 162, 6.04508, 1, 1.63178, 999, 162, 0.084986, 1, 0.0854171, 999, 162, 0.018996, 1, 0.020737, 999, 162, 0.074987, 1, 0.075059, 999, 162, 0.076987, 1, 0.079131, 999
163, 4998.7, 0, 4998.57, 999, 163, 5000.08, 0, 4999.93, 999, 163, 40000.5, 0, 5003.82, 999, 163, 5000.1, 0, 4992.97, 999, 163, 5000.0, 0, 4999.91, 999, 163, 5000.16, 0, 4999.98, 999, 163, 5000.1, 0, 4999.95, 999, 163, 5000.09, 0, 5000.02, 999, 163, 5000.15, 0, 4999.98, 999, 163, 5000.0, 0, 4999.91, 999, 163, 40001.2, 0, 5011.99, 999, 163, 5000.07, 0, 4999.93, 999, 163, 5000.11, 0, 4999.97, 999, 163, 40001.0, 0, 5012.22, 999, 163, 5000.01, 0, 4963.84, 999, 163, 40002.3, 0, 5073.08, 999, 163, 36386.8, 0, 5101.83, 999, 163, 5000.08, 0, 5000.05, 999, 163, 5000.06, 0, 4999.94, 999, 163, 40000.6, 0, 5010.23, 999, 163, 20391.7, 0, 5100.02, 999, 163, 5000.03, 0, 4999.93, 999, 163, 5000.25, 0, 5000.16, 999, 163, 5000.04, 0, 4999.91, 999, 163, 5000.06, 0, 4999.92, 999
164, 0.009997, 1, 0.010048, 999, 164, 0.011998, 1, 0.0184371, 999, 164, 0.009997, 1, 0.00821498, 999, 164, 0.12098, 1, 0.123102, 999, 164, 0.006998, 1, 0.00822706, 999, 164, 0.033994, 1, 0.0336499, 999, 164, 0.004998, 1, 0.0179699, 999, 164, 2.73458, 1, 2.76666, 999, 164, 0.000999, 1, 0.017989, 999, 164, 0.007998, 1, 0.00833605, 999, 164, 0.199969, 1, 0.0360781, 999, 164, 0.004998, 1, 0.0166531, 999, 164, 0.003999, 1, 0.00681512, 999, 164, 0.031994, 1, 0.0163049, 999, 164, 0.12498, 1, 0.129138, 999, 164, 0.007998, 1, 0.0161331, 999, 164, 0.008997, 1, 0.0121391, 999, 164, 0.003999, 1, 0.0190579, 999, 164, 0.003999, 1, 0.0061511, 999, 164, 0.137978, 1, 0.0331069, 999, 164, 6.83196, 1, 1.73864, 999, 164, 0.010997, 1, 0.019714, 999, 164, 0.002999, 1, 0.0175069, 999, 164, 0.002999, 1, 0.00571993, 999, 164, 0.002999, 1, 0.019372, 999
165, 4999.18, 0, 4999.0, 999, 165, 5000.05, 0, 5000.12, 999, 165, 40000.4, 0, 5003.62, 999, 165, 5000.05, 0, 4990.34, 999, 165, 5000.06, 0, 4999.93, 999, 165, 5000.09, 0, 4999.97, 999, 165, 5000.13, 0, 5000.05, 999, 165, 5000.06, 0, 4999.92, 999, 165, 5000.07, 0, 4999.96, 999, 165, 5000.03, 0, 4999.91, 999, 165, 40001.1, 0, 5011.78, 999, 165, 5000.1, 0, 5000.03, 999, 165, 5000.12, 0, 4999.94, 999, 165, 40000.8, 0, 5012.52, 999, 165, 5000.06, 0, 4973.64, 999, 165, 40002.0, 0, 5021.6, 999, 165, 35743.6, 0, 5100.85, 999, 165, 5000.07, 0, 4999.94, 999, 165, 5000.06, 0, 4999.82, 999, 165, 40001.2, 0, 5012.32, 999, 165, 20394.7, 0, 5100.02, 999, 165, 5000.04, 0, 4999.92, 999, 165, 5000.23, 0, 5000.08, 999, 165, 5000.09, 0, 4999.91, 999, 165, 5000.03, 0, 5000.02, 999
166, 4998.38, 0, 4998.31, 999, 166, 5000.12, 0, 5000.02, 999, 166, 40000.1, 0, 5003.52, 999, 166, 5000.05, 0, 4976.64, 999, 166, 5000.07, 0, 4999.91, 999, 166, 5000.12, 0, 5000.15, 999, 166, 5000.08, 0, 4999.94, 999, 166, 5000.06, 0, 4999.92, 999, 166, 5000.06, 0, 4999.91, 999, 166, 5000.03, 0, 4999.91, 999, 166, 40000.8, 0, 5010.99, 999, 166, 5000.08, 0, 4999.92, 999, 166, 5000.03, 0, 4999.91, 999, 166, 40000.9, 0, 5008.55, 999, 166, 5000.07, 0, 4983.05, 999, 166, 40000.7, 0, 5008.33, 999, 166, 35689.5, 0, 5100.19, 999, 166, 5000.12, 0, 4999.93, 999, 166, 5000.06, 0, 4999.91, 999, 166, 40000.9, 0, 5012.92, 999, 166, 20399.4, 0, 5100.02, 999, 166, 5000.09, 0, 5000.03, 999, 166, 5000.31, 0, 5000.21, 999, 166, 5000.09, 0, 4999.91, 999, 166, 5000.08, 0, 4999.92, 999
167, 0.215966, 1, 0.216093, 999, 167, 0.236963, 1, 0.237195, 999, 167, 0.251961, 1, 0.0679251, 999, 167, 1.39879, 1, 1.40017, 999, 167, 0.160975, 1, 0.161617, 999, 167, 0.110983, 1, 0.112358, 999, 167, 0.066989, 1, 0.067229, 999, 167, 3.2685, 1, 3.37167, 999, 167, 0.010998, 1, 0.0448011, 999, 167, 23.6164, 1, 23.6176, 999, 167, 0.679896, 1, 0.108199, 999, 167, 0.087986, 1, 0.0985431, 999, 167, 0.090985, 1, 0.090861, 999, 167, 0.043992, 1, 0.058982, 999, 167, 0.502923, 1, 0.292875, 999, 167, 0.112982, 1, 0.101032, 999, 167, 0.145977, 0, 0.127996, 999, 167, 0.06299, 1, 0.063462, 999, 167, 0.108982, 1, 0.109615, 999, 167, 0.178972, 1, 0.0429621, 999, 167, 4.73628, 1, 1.21108, 999, 167, 0.086986, 1, 0.0916639, 999, 167, 0.018997, 1, 0.0203929, 999, 167, 0.080987, 1, 0.0815169, 999, 167, 0.076987, 1, 0.0770981, 999
168, 4998.79, 0, 4998.72, 999, 168, 5000.07, 0, 4999.92, 999, 168, 40000.3, 0, 5003.62, 999, 168, 5000.05, 0, 4988.65, 999, 168, 5000.08, 0, 5000.01, 999, 168, 5000.14, 0, 5000.06, 999, 168, 5000.12, 0, 5000.04, 999, 168, 5000.04, 0, 5000.02, 999, 168, 5000.07, 0, 4999.93, 999, 168, 5000.04, 0, 4999.91, 999, 168, 40000.7, 0, 5010.0, 999, 168, 5000.09, 0, 4999.93, 999, 168, 5000.06, 0, 4999.93, 999, 168, 40000.5, 0, 5010.09, 999, 168, 5000.07, 0, 4980.93, 999, 168, 40001.0, 0, 5013.85, 999, 168, 40001.0, 0, 5013.23, 999, 168, 5000.08, 0, 4999.94, 999, 168, 5000.04, 0, 4999.92, 999, 168, 40001.3, 0, 5011.53, 999, 168, 20397.4, 0, 5100.02, 999, 168, 5000.11, 0, 5000.14, 999, 168, 5000.23, 0, 5000.08, 999, 168, 5000.1, 0, 4999.91, 999, 168, 5000.11, 0, 4999.92, 999
169, 4999.22, 0, 4999.06, 999, 169, 5000.09, 0, 5000.23, 999, 169, 40000.1, 0, 5003.62, 999, 169, 5000.14, 0, 4992.05, 999, 169, 5000.08, 0, 5000.02, 999, 169, 5000.11, 0, 4999.98, 999, 169, 5000.11, 0, 5000.45, 999, 169, 5000.07, 0, 5000.02, 999, 169, 5000.07, 0, 5000.05, 999, 169, 5000.05, 0, 4999.91, 999, 169, 40000.6, 0, 5006.57, 999, 169, 5000.11, 0, 4999.93, 999, 169, 5000.05, 0, 4999.94, 999, 169, 40001.0, 0, 5013.18, 999, 169, 5000.09, 0, 4975.03, 999, 169, 40001.8, 0, 5022.44, 999, 169, 40001.3, 0, 5019.56, 999, 169, 5000.07, 0, 4999.94, 999, 169, 5000.06, 0, 4999.93, 999, 169, 40000.8, 0, 5007.64, 999, 169, 20395.5, 0, 5100.02, 999, 169, 5000.1, 0, 5000.02, 999, 169, 5000.23, 0, 5000.08, 999, 169, 5000.09, 0, 5000.01, 999, 169, 5000.07, 0, 5000.02, 999
170, 0.025995, 1, 0.026452, 999, 170, 0.031995, 1, 0.0340899, 999, 170, 0.045992, 1, 0.0161681, 999, 170, 0.250961, 1, 0.24807, 999, 170, 0.012997, 1, 0.013276, 999, 170, 0.047992, 1, 0.0474921, 999, 170, 0.010997, 1, 0.011397, 999, 170, 3.03454, 1, 3.78291, 999, 170, 0.004998, 1, 0.01774, 999, 170, 0.021996, 1, 0.0222921, 999, 170, 0.19397, 1, 0.0379009, 999, 170, 0.009998, 1, 0.018137, 999, 170, 0.010997, 1, 0.010958, 999, 170, 0.071988, 1, 0.0619221, 999, 170, 0.231963, 1, 0.185957, 999, 170, 0.016997, 1, 0.0166021, 999, 170, 0.015997, 1, 0.0155719, 999, 170, 0.008997, 1, 0.019086, 999, 170, 0.010998, 1, 0.0126931, 999, 170, 0.05799, 1, 0.0230281, 999, 170, 5.83511, 1, 1.47538, 999, 170, 0.018996, 1, 0.047227, 999, 170, 0.004998, 1, 0.0154531, 999, 170, 0.007998, 1, 0.00830509, 999, 170, 0.007998, 1, 0.0174229, 999
171, 4998.71, 0, 4998.59, 999, 171, 5000.04, 0, 4999.91, 999, 171, 40000.1, 0, 5003.52, 999, 171, 5000.06, 0, 4984.64, 999, 171, 5000.04, 0, 4999.91, 999, 171, 5000.11, 0, 5000.25, 999, 171, 5000.06, 0, 4999.94, 999, 171, 5000.01, 0, 5000.02, 999, 171, 5000.05, 0, 4999.93, 999, 171, 5000.04, 0, 4999.91, 999, 171, 40001.0, 0, 5012.2, 999, 171, 5000.1, 0, 5000.03, 999, 171, 5000.03, 0, 4999.92, 999, 171, 40001.2, 0, 5012.27, 999, 171, 5000.08, 0, 4984.25, 999, 171, 40000.5, 0, 5010.09, 999, 171, 35762.4, 0, 5100.29, 999, 171, 5000.07, 0, 4999.93, 999, 171, 5000.08, 0, 4999.92, 999, 171, 40000.4, 0, 5008.08, 999, 171, 20399.2, 0, 5100.02, 999, 171, 5000.02, 0, 5000.03, 999, 171, 5000.33, 0, 5000.15, 999, 171, 5000.06, 0, 4999.91, 999, 171, 5000.04, 0, 4999.92, 999
172, 0.180971, 1, 0.181818, 999, 172, 0.182971, 1, 0.185319, 999, 172, 0.198969, 1, 0.0535621, 999, 172, 1.08883, 1, 1.07893, 999, 172, 0.054991, 1, 0.058509, 999, 172, 0.092985, 1, 0.0941079, 999, 172, 0.049991, 1, 0.0511301, 999, 172, 3.16, 1, 3.20696, 999, 172, 0.008997, 1, 0.017489, 999, 172, 0.165974, 1, 0.167085, 999, 172, 0.862868, 1, 0.132955, 999, 172, 0.063989, 1, 0.0641539, 999, 172, 0.05899, 1, 0.059376, 999, 172, 0.044992, 1, 0.0313911, 999, 172, 0.505922, 1, 0.276274, 999, 172, 0.089986, 1, 0.0775381, 999, 172, 0.104983, 0, 0.0965859, 999, 172, 0.041992, 1, 0.0462779, 999, 172, 0.077987, 1, 0.0787751, 999, 172, 0.061989, 1, 0.024511, 999, 172, 3.52846, 1, 0.914872, 999, 172, 0.070988, 1, 0.0702619, 999, 172, 0.015996, 1, 0.017962, 999, 172, 0.054991, 1, 0.0558501, 999, 172, 0.056991, 1, 0.057304, 999
173, 5000.1, 0, 4995.41, 999, 173, 5000.07, 0, 4999.92, 999, 173, 40000.7, 0, 5003.62, 999, 173, 5000.14, 0, 4982.15, 999, 173, 5000.04, 0, 4999.91, 999, 173, 5000.13, 0, 5000.15, 999, 173, 5000.07, 0, 5000.04, 999, 173, 5000.01, 0, 4999.92, 999, 173, 5000.07, 0, 5000.03, 999, 173, 5000.09, 0, 5000.02, 999, 173, 40000.7, 0, 5010.51, 999, 173, 5000.06, 0, 4999.93, 999, 173, 5000.07, 0, 4999.92, 999, 173, 40000.8, 0, 5011.48, 999, 173, 5000.07, 0, 4983.13, 999, 173, 40001.3, 0, 5011.59, 999, 173, 35695.5, 0, 5100.3, 999, 173, 5000.05, 0, 4999.93, 999, 173, 5000.04, 0, 4999.92, 999, 173, 40000.7, 0, 5012.77, 999, 173, 20397.8, 0, 5100.02, 999, 173, 5000.06, 0, 5000.13, 999, 173, 5000.32, 0, 5000.21, 999, 173, 5000.06, 0, 4999.91, 999, 173, 5000.08, 0, 4999.92, 999
174, 4999.06, 0, 4998.9, 999, 174, 5000.11, 0, 5000.03, 999, 174, 40000.6, 0, 5003.62, 999, 174, 5000.13, 0, 4991.04, 999, 174, 5000.1, 0, 5000.01, 999, 174, 5000.09, 0, 4999.96, 999, 174, 5000.12, 0, 5000.05, 999, 174, 5000.04, 0, 5000.02, 999, 174, 5000.1, 0, 4999.93, 999, 174, 5000.01, 0, 4999.92, 999, 174, 40000.6, 0, 5008.86, 999, 174, 5000.03, 0, 5000.03, 999, 174, 5000.05, 0, 4999.94, 999, 174, 40000.5, 0, 5006.01, 999, 174, 5000.06, 0, 4974.83, 999, 174, 40001.2, 0, 5019.0, 999, 174, 31115.8, 0, 5102.14, 999, 174, 5000.06, 0, 4999.94, 999, 174, 5000.09, 0, 4999.92, 999, 174, 40000.7, 0, 5010.07, 999, 174, 20395.5, 0, 5100.02, 999, 174, 5000.09, 0, 5000.02, 999, 174, 5000.26, 0, 5000.19, 999, 174, 5000.07, 0, 4999.91, 999, 174, 5000.09, 0, 4999.92, 999
175, 4998.36, 0, 4998.24, 999, 175, 5000.11, 0, 4999.92, 999, 175, 40000.7, 0, 5003.72, 999, 175, 5000.07, 0, 4982.65, 999, 175, 5000.03, 0, 4999.91, 999, 175, 5000.13, 0, 4999.95, 999, 175, 5000.14, 0, 5000.04, 999, 175, 5000.02, 0, 4879.12, 999, 175, 5000.13, 0, 5000.03, 999, 175, 5000.08, 0, 5000.3, 999, 175, 40000.9, 0, 5008.71, 999, 175, 5000.09, 0, 4999.92, 999, 175, 5000.03, 0, 4999.92, 999, 175, 40000.8, 0, 5010.84, 999, 175, 5000.07, 0, 4982.73, 999, 175, 40000.6, 0, 5010.08, 999, 175, 34314.5, 0, 5100.35, 999, 175, 5000.12, 0, 5000.04, 999, 175, 5000.04, 0, 4999.92, 999, 175, 40000.4, 0, 5010.88, 999, 175, 20394.8, 0, 5100.02, 999, 175, 5000.06, 0, 5000.03, 999, 175, 5000.29, 0, 5000.15, 999, 175, 5000.03, 0, 4999.91, 999, 175, 5000.1, 0, 5000.02, 999
176, 0.237962, 1, 0.238319, 999, 176, 0.278957, 1, 0.280989, 999, 176, 0.51792, 1, 0.0766171, 999, 176, 2.02569, 1, 2.01354, 999, 176, 0.150976, 1, 0.152349, 999, 176, 0.136978, 1, 0.136882, 999, 176, 0.073988, 1, 0.0752751, 999, 176, 3.37849, 1, 3.48522, 999, 176, 0.012997, 1, 0.019641, 999, 176, 0.245962, 1, 0.245178, 999, 176, 0.866867, 1, 0.153221, 999, 176, 0.100983, 1, 0.103118, 999, 176, 0.091986, 1, 0.093183, 999, 176, 0.661899, 1, 0.180963, 999, 176, 0.417935, 1, 0.275101, 999, 176, 0.12298, 1, 0.116926, 999, 176, 0.145977, 1, 0.126919, 999, 176, 0.064989, 1, 0.0649881, 999, 176, 0.12698, 1, 0.126811, 999, 176, 0.207967, 1, 0.066733, 999, 176, 4.15737, 1, 1.13245, 999, 176, 0.094984, 1, 0.094228, 999, 176, 0.020996, 1, 0.023683, 999, 176, 0.086985, 1, 0.0880201, 999, 176, 0.089985, 1, 0.0903881, 999
177, 4998.82, 0, 4998.64, 999, 177, 5000.11, 0, 4999.92, 999, 177, 40000.7, 0, 5003.62, 999, 177, 5000.07, 0, 4981.15, 999, 177, 5000.07, 0, 4999.93, 999, 177, 5000.14, 0, 4999.95, 999, 177, 5000.06, 0, 4999.94, 999, 177, 5000.1, 0, 5000.12, 999, 177, 5000.12, 0, 5000.04, 999, 177, 5000.03, 0, 4999.91, 999, 177, 40000.7, 0, 5009.34, 999, 177, 5000.1, 0, 4999.92, 999, 177, 5000.03, 0, 4999.92, 999, 177, 40000.7, 0, 5003.93, 999, 177, 5000.09, 0, 4985.93, 999, 177, 40001.1, 0, 5010.39, 999, 177, 26792.3, 0, 5101.91, 999, 177, 5000.1, 0, 5000.04, 999, 177, 5000.08, 0, 4999.92, 999, 177, 40001.0, 0, 5010.49, 999, 177, 20398.9, 0, 5100.02, 999, 177, 5000.05, 0, 5000.03, 999, 177, 5000.24, 0, 5000.11, 999, 177, 5000.03, 0, 4999.91, 999, 177, 5000.08, 0, 5000.02, 999
178, 4998.57, 0, 4998.4, 999, 178, 5000.12, 0, 5000.02, 999, 178, 2.30965, 1, 0.308861, 999, 178, 5000.09, 0, 4967.16, 999, 178, 0.655899, 1, 0.656188, 999, 178, 48.3756, 1, 48.3748, 999, 178, 12.2341, 1, 12.2333, 999, 178, 17.77, 1, 17.8021, 999, 178, 1130.75, 1, 1130.73, 999, 178, 0.594908, 1, 0.597515, 999, 178, 2.34264, 1, 0.364004, 999, 178, 5000.09, 0, 4999.92, 999, 178, 5000.03, 0, 4999.91, 999, 178, 28.6926, 1, 3.89202, 999, 178, 0.885864, 1, 0.54516, 999, 178, 1.3408, 0, 0.548509, 999, 178, 1.3238, 1, 0.490131, 999, 178, 14.9657, 1, 14.9663, 999, 178, 5000.06, 0, 4999.91, 999, 178, 120.932, 1, 15.272, 999, 178, 6.44402, 1, 1.68193, 999, 178, 0.267958, 1, 0.268242, 999, 178, 0.211967, 1, 0.211606, 999, 178, 0.268958, 1, 0.269638, 999, 178, 0.275957, 1, 0.27623, 999
179, 0.016997, 1, 0.01764, 999, 179, 0.024995, 1, 0.025613, 999, 179, 0.026994, 1, 0.011981, 999, 179, 0.19097, 1, 0.191623, 999, 179, 0.010997, 1, 0.010896, 999, 179, 0.036994, 1, 0.038742, 999, 179, 0.008997, 1, 0.016211, 999, 179, 2.77158, 1, 3.10931, 999, 179, 0.000999, 1, 0.00573191, 999, 179, 0.009997, 1, 0.0114351, 999, 179, 0.379941, 1, 0.06324, 999, 179, 0.007997, 1, 0.0187411, 999, 179, 0.007998, 1, 0.00934807, 999, 179, 0.05499, 1, 0.116961, 999, 179, 0.151976, 1, 0.128875, 999, 179, 0.011997, 1, 0.0168881, 999, 179, 0.010997, 1, 0.013972, 999, 179, 0.008997, 1, 0.0188711, 999, 179, 0.007998, 1, 0.00879106, 999, 179, 0.091985, 1, 0.0281839, 999, 179, 9.16461, 1, 2.344, 999, 179, 0.014997, 1, 0.0145591, 999, 179, 0.003998, 1, 0.015716, 999, 179, 0.005999, 1, 0.0064199, 999, 179, 0.006998, 1, 0.017673, 999
180, 4999.15, 0, 4999.03, 999, 180, 5000.05, 0, 4999.94, 999, 180, 40000.4, 0, 5003.52, 999, 180, 5000.09, 0, 4989.05, 999, 180, 5000.07, 0, 5000.02, 999, 180, 5000.16, 0, 4999.96, 999, 180, 5000.09, 0, 4999.95, 999, 180, 5000.06, 0, 5000.02, 999, 180, 5000.06, 0, 4999.94, 999, 180, 5000.1, 0, 5000.02, 999, 180, 40000.4, 0, 5007.77, 999, 180, 5000.08, 0, 5000.03, 999, 180, 5000.06, 0, 4999.93, 999, 180, 40000.7, 0, 5010.66, 999, 180, 5000.1, 0, 4974.78, 999, 180, 40001.2, 0, 5015.02, 999, 180, 35742.2, 0, 5100.82, 999, 180, 5000.09, 0, 4999.94, 999, 180, 5000.05, 0, 4999.82, 999, 180, 40001.3, 0, 5011.67, 999, 180, 20397.4, 0, 5100.02, 999, 180, 5000.06, 0, 5000.03, 999, 180, 5000.21, 0, 5000.08, 999, 180, 5000.09, 0, 4999.91, 999, 180, 5000.09, 0, 4999.92, 999
