INSTANCE_ID, EagleUP_1.565.350_Time, EagleUP_1.565.350_opt, EagleUP_1.565.350_solved, EagleUP_1.565.350_PAR, INSTANCE_ID, SAT09referencesolver:TNM_2009-03-22_Time, SAT09referencesolver:TNM_2009-03-22_opt, SAT09referencesolver:TNM_2009-03-22_solved, SAT09referencesolver:TNM_2009-03-22_PAR, INSTANCE_ID, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_Time, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_opt, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_solved, sparrow2011_sparrow2011_ubcsat1.2_2011-03-02_PAR, INSTANCE_ID, adaptg2wsat2011_2011-03-02_Time, adaptg2wsat2011_2011-03-02_opt, adaptg2wsat2011_2011-03-02_solved, adaptg2wsat2011_2011-03-02_PAR, INSTANCE_ID, sattime2011_2011-03-02_Time, sattime2011_2011-03-02_opt, sattime2011_2011-03-02_solved, sattime2011_2011-03-02_PAR, INSTANCE_ID, MPhaseSAT_M_2011-02-16_Time, MPhaseSAT_M_2011-02-16_opt, MPhaseSAT_M_2011-02-16_solved, MPhaseSAT_M_2011-02-16_PAR, INSTANCE_ID, march_rw_2011-03-02_Time, march_rw_2011-03-02_opt, march_rw_2011-03-02_solved, march_rw_2011-03-02_PAR, INSTANCE_ID, SAT09referencesolver:march_hi_hi_Time, SAT09referencesolver:march_hi_hi_opt, SAT09referencesolver:march_hi_hi_solved, SAT09referencesolver:march_hi_hi_PAR, INSTANCE_ID, SAT09referencesolver:gnovelty+2_2009-03-22_Time, SAT09referencesolver:gnovelty+2_2009-03-22_opt, SAT09referencesolver:gnovelty+2_2009-03-22_solved, SAT09referencesolver:gnovelty+2_2009-03-22_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
330,5000.1,0,4999.91,999,330,5000.01,0,4999.91,999,330,5000.03,0,4999.91,999,330,5000.07,0,5000.02,999,330,5000.11,0,5000.12,999,330,27.2589,2,27.2585,999,330,0.254961,2,0.254953,999,330,0.312952,2,0.314025,999,330,5000.04,0,4999.81,999,330,250,1065,245,1060,0.020408163,0.004716981,0.231132075,0.482106918,0.583425807,0,1,0.661299681,0.012348864,0.054018345,0.012244898,0.020408163,0.119172855,0,0,0.975471698,0.012348864,0.295838782,0.004716981,0.024528302,2.733297298,0.216927779,0.154602149,0,0.666666667,3.231281431,0.005879861,0.417603255,0.000943396,0.014150943,2.313284685,0.478301887,0.023573354,0.283615445,0.009433962,0.043396226,0.018878604,0.221977635,0.009433962,0.03490566,2.872833384,0.111896927,0.229691741,0.058321479,0.236363636,2.293678576,3.995901639,0.015988161,3,4,0.026619329,4111.166667,0.004386008,4091,4138,4138,4091,4134,4099,4104,16.51167884,0.025701106,15.72811509,17.04615756,17.04615756,15.72811509,16.81044157,16.25974659,16.67489115,0.387572539,0.597375945,0.001752471,0.862792111,0.711669119,0.064649727,0.570904343,0.193399644,0.387669901,0.087099928,0.702666512,0.006943439,0.383265577,0.166991352,0.023639568,0.116276053,0.042205345,0.074126913,10.4808,0.318225,54.9558,0.0985794,55,48,62,1.05053,0.199985,0.863042,0.0496716,8.92272,0.279444,55.0969,0.0997971,55,48,62,0.499973,0.406389,0.852518,0.0484148,0.351954033,0.6670668,0,0,0,0.02,0.01,1.99,0.01,2.27,2.49,2
331,1.74773,1,1.74827,999,331,0.71889,1,0.718899,999,331,0.753884,1,0.753206,999,331,0.596909,1,0.597373,999,331,0.175972,1,0.175879,999,331,0.998847,1,1.00052,999,331,1684.78,1,1684.75,999,331,1863.49,1,1863.45,999,331,3.83942,1,3.83954,999,331,600,2556,582,2539,0.030927835,0.006695549,0.229224104,0.501496652,0.586441019,0,1,0.726962597,0.005223665,0.066540022,0.005154639,0.008591065,0.170021304,0,0,0.961008271,0.005223665,0.293930009,0.001575423,0.012209531,2.710284806,0.228209441,0.174897287,0,1,3.385764655,0.002576304,0.409529692,0.000393856,0.007483261,2.363233378,0.495864514,0.010382365,0.293213037,0.003150847,0.024419063,0.00791931,0.242816567,0.003150847,0.016541946,2.971839847,0.105260368,0.241940788,0.047619048,0.25,2.291071439,4,0,4,4,0,3815.857143,0.029319909,3709,4062,4062,3709,3855,3734,3759,32.1277536,0.093720966,29.67756161,37.14254062,37.14254062,29.67756161,36.5115976,29.94466614,30.41171771,0.401645089,0.57721006,0.000712361,1,0.715974076,0.100258537,0.592596506,0.203147483,0.403300487,0.090550741,0.633780571,0.002612195,0.383600014,0.173065815,0.027041585,0.12381419,0.046320419,0.078577898,19.2344,0.342085,129.201,0.0672588,129,119,140,0.899455,0.220045,0.855943,0.0707894,15.3218,0.24304,129.358,0.0661375,129,119,140,0.306564,0.358819,0.843643,0.0313576,0.312212638,0.525069309,0,0,0,0.05,0.07,1.99,0.02,2.21,2.48,2
332,5000.03,0,4999.91,999,332,5000.09,0,4999.91,999,332,5000.05,0,4999.91,999,332,5000.03,0,4999.92,999,332,5000.1,0,4999.92,999,332,49.7514,2,49.7509,999,332,6.41902,2,6.41914,999,332,6.72698,2,6.72707,999,332,5000.03,0,4999.91,999,332,75,1597,75,1597,0,0,0.046963056,0.372323106,0.643863384,0.2,1,0.820546488,0.066666667,0,0.066666667,0.066666667,0,0,0,0,0.066666667,0.113681209,0.045710708,0.080150282,3.373762368,0.079836485,0.067616422,0,0.252336449,2.844319996,0.012398247,0.223747444,0.007514089,0.020663745,2.765490769,0.185973701,0.0461866,0.006582481,0.045084534,0.046336882,0.158285201,0.064093556,0.125860989,0.188478397,4.158261531,0.151979023,0.046743081,0.131233596,0.179686488,1.16249616,2.216216216,0.185750564,2,3,0.522077064,4408.857143,0.014665543,4322,4526,4526,4322,4450,4352,4409,18.7652639,0.029657431,18.06142563,19.85594344,19.85594344,18.06142563,18.9788764,18.28377757,18.86621622,0.162232243,0.783455187,0.000899738,0.449959658,0.361835817,0.014614426,0.24185781,0.055376143,0.122219647,0.002019646,0.880520378,0.000318521,0.009219161,0.005033627,0.000580808,0.002315412,0.000903828,0.00146606,7.2961,0.313634,15.2511,0.186791,15,12,19,1.73773,0.272013,0.882463,0.0907237,6.36672,0.342803,15.2243,0.1868,15,12,19,1.33028,0.425391,0.862926,0.0925531,0.585560233,0.7155356,0,0,0,5.37,0.01,1.98,0.02,1.67,2.16,2
333,5000.03,0,4999.91,999,333,5000.08,0,5000.01,999,333,4999.94,0,5000.01,999,333,5000.1,0,5000.02,999,333,5000.08,0,5000.02,999,333,5000.12,0,4999.94,999,333,5000.11,0,4999.96,999,333,5000.11,0,4999.95,999,333,5000.02,0,4999.91,999,333,150,3195,150,3195,0,0,0.046948357,0.374522692,0.649005666,0.2,1,0.828919666,0.033333333,0,0.033333333,0.033333333,0,0,0,0,0.033333333,0.098011559,0.024100156,0.044444444,3.536135963,0.073150488,0.048175698,0,0.283018868,2.776740488,0.006259781,0.20848661,0.003442879,0.011580595,2.723437208,0.187793427,0.044052165,0.023495657,0.040688576,0.046635368,0.08130466,0.057712637,0.0657277,0.097339593,4.105775946,0.080664494,0.065288559,0.063863263,0.104215457,0.91001049,2.993288591,0.027276962,2,3,0.04027237,4193.714286,0.023080712,4099,4411,4411,4099,4214,4114,4171,31.87993578,0.027032533,30.73435627,33.22557243,33.22557243,30.73435627,32.64238253,30.90950226,31.81385704,0.154092782,0.615203399,0.002092198,0.502905467,0.295486964,0.038822476,0.231361044,0.082202839,0.140716431,0.001707522,0.690016073,0.000149794,0.007512467,0.003144617,0.000585701,0.002185481,0.000886251,0.001430714,13.0969,0.242923,29.7301,0.141818,30,25,35,1.47566,0.24161,0.867352,0.0676924,12.0365,0.277696,29.6186,0.144425,30,24,35,1.0129,0.426564,0.854613,0.068234,0.541287632,0.687909638,0,0,0,11.34,0.02,1.98,0.05,2.13,2.16,2
334,5000.03,0,4999.91,999,334,5000.07,0,5000.01,999,334,5000.03,0,4999.91,999,334,5000.02,0,4999.92,999,334,5000.05,0,4999.92,999,334,5000.04,0,4999.92,999,334,5000.06,0,5000.04,999,334,5000.08,0,4999.93,999,334,5000.1,0,4999.91,999,334,80,7120,80,7120,0,0,0.011235955,0.313081862,0.672690192,0.142857143,1,1.000316254,0.0875,0,0.0875,0.0875,0,0,0,0,0.0875,0.042382137,0.077808989,0.102106742,3.870661201,0.032821918,0.024285558,0,0.131280389,2.081878734,0.005456461,0.134064522,0.003792135,0.007303371,2.894162173,0.062359551,0.011095506,0,0.011095506,0.011095506,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4412.2,0.021816042,4277,4563,4563,4277,4466,4376,4379,28.46441727,0.015613744,27.8501286,29.22989262,29.22989262,27.8501286,28.51622486,28.34026033,28.38557994,0.066189437,0.708043576,0.000237945,0.245451706,0.139792693,0.018327035,0.086799695,0.030986376,0.057785995,6.59E-05,0.386630817,1.12E-05,0.000176993,9.43E-05,3.60E-05,7.90E-05,4.91E-05,6.57E-05,9.67043,0.250394,13.74,0.19589,14,10,17,1.98637,0.301519,0.879301,0.0935067,9.38589,0.267344,13.7363,0.198477,14,10,17,1.7388,0.420163,0.873373,0.094776,0.67118003,0.756842856,0.01,0,0.01,60.18,0.04,1.99,0.32,2.04,2.07,2
335,0.271957,1,0.27207,999,335,1.55276,1,1.55334,999,335,1.83672,1,1.83687,999,335,8.66068,1,8.66222,999,335,3.21551,1,3.21687,999,335,5.49816,1,5.49926,999,335,5000.08,0,4999.93,999,335,5000.12,0,4999.93,999,335,7.8868,1,7.88656,999,335,80,7120,80,7120,0,0,0.011235955,0.306540931,0.679857864,0.142857143,1,0.983844079,0.0875,0,0.0875,0.0875,0,0,0,0,0.0875,0.044762878,0.07738764,0.097331461,3.991961958,0.029863176,0.022779759,0,0.099009901,2.02191256,0.004878862,0.16901032,0.002949438,0.006460674,3.006066613,0.055758427,0.011095506,0,0.011095506,0.011095506,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4430.4,0.020170533,4355,4594,4594,4355,4455,4358,4390,28.35792516,0.00757851,28.06498278,28.70396169,28.70396169,28.06498278,28.44745296,28.22665148,28.34657688,0.060505,0.736793174,0.000366048,0.19128009,0.126286169,0.014000982,0.09320259,0.023270483,0.052084933,6.59E-05,0.444391149,2.10E-05,0.000180795,0.000101302,3.28E-05,8.14E-05,4.70E-05,5.97E-05,9.70408,0.249215,13.7333,0.195529,14,10,17,1.96333,0.300158,0.876227,0.0944824,9.54721,0.254413,13.8089,0.195852,14,11,17,1.74337,0.419434,0.875451,0.0914504,0.672153025,0.758401349,0.01,0,0.01,60.21,0.04,1.99,0.32,2.05,2.06,2
336,5000.02,0,4999.91,999,336,5000.02,0,4999.91,999,336,5000.04,0,4999.81,999,336,5000.03,0,5000.02,999,336,5000.04,0,5000.12,999,336,64.6652,2,64.665,999,336,4.32334,2,4.32338,999,336,4.76727,2,4.76736,999,336,5000.04,0,4999.81,999,336,350,1491,345,1486,0.014492754,0.003364738,0.232166891,0.495289367,0.584330756,0,1,0.645990291,0.008744416,0.042631084,0.008695652,0.011594203,0.085405585,0,0,0.983176312,0.008744416,0.277071045,0.002018843,0.015477793,2.65311006,0.220044097,0.160831647,0,1,3.272484349,0.004490218,0.391809589,0.000672948,0.009421265,2.350567443,0.515477793,0.017040201,0.271960389,0.004037685,0.030955585,0.013219841,0.220690723,0.00538358,0.023553163,2.871962389,0.110868086,0.23502699,0.057142857,0.222222222,2.290843326,4,0,4,4,0,3986.428571,0.012709767,3903,4050,4050,3903,4020,3919,4008,21.04047916,0.050947025,19.65843313,22.69135803,22.69135803,19.65843313,22.43333333,19.92129514,20.84996173,0.382379611,0.596055995,0.000989399,1,0.690913416,0.083769664,0.549450729,0.189328783,0.371965226,0.086403878,0.749568988,0.006477656,0.485282445,0.173905708,0.024182022,0.11636832,0.038834664,0.070820329,14.9461,0.290989,76.3275,0.0855771,76,68,85,0.984787,0.201191,0.856349,0.0449067,12.6416,0.30243,76.6478,0.0863131,77,69,85,0.412954,0.429343,0.849599,0.235627,0.329240395,0.575866018,0,0,0,0.03,0.02,1.98,0.01,2.28,2.49,2
337,5000.05,0,4999.91,999,337,5000.03,0,4999.91,999,337,5000.02,0,4999.91,999,337,5000.07,0,5000.02,999,337,5000.05,0,4999.92,999,337,5000.06,0,4999.93,999,337,5000.13,0,4999.95,999,337,5000.05,0,4999.93,999,337,5000.02,0,4999.91,999,337,700,2982,684,2959,0.023391813,0.007772896,0.231159175,0.505688859,0.585351007,0,1,0.693237278,0.004424997,0.053259331,0.004385965,0.005847953,0.123070447,0,0,0.973301791,0.004424997,0.285404876,0.00168976,0.0084488,2.68879019,0.220683398,0.158908806,0,0.733333333,3.295784461,0.00218236,0.397452455,0.000337952,0.005407232,2.312892767,0.494423792,0.008762048,0.283562044,0.003717472,0.017235553,0.006721807,0.238764826,0.002703616,0.012842176,2.948905976,0.105742361,0.238900919,0.052631579,0.25,2.271536649,4,0,4,4,0,3697.571429,0.024386986,3530,3860,3860,3530,3742,3682,3689,35.54073934,0.088382293,32.4846842,40.82357513,40.82357513,32.4846842,39.89745043,32.77675177,34.06306788,0.393896057,0.543523369,0.002306521,0.912990184,0.674189595,0.105775241,0.571803239,0.214528915,0.398372321,0.084199592,0.674013328,0.003938268,0.343036304,0.156108497,0.023789318,0.114709114,0.042309089,0.071488081,28.5726,0.231767,150.256,0.063637,150,139,162,0.8852,0.208823,0.854659,0.0415926,22.471,0.197639,150.007,0.0593486,150,139,161,0.279126,0.352116,0.837653,0.0294335,0.29874778,0.504520958,0,0,0,0.05,0.1,1.99,0.03,2.22,2.47,2
338,5000.08,0,5000.01,999,338,5000.02,0,4999.91,999,338,5000.05,0,4999.91,999,338,5000.06,0,5000.42,999,338,5000.12,0,5000.02,999,338,5000.07,0,4999.92,999,338,5000.11,0,5000.14,999,338,5000.1,0,4999.93,999,338,5000.04,0,4999.81,999,338,90,8010,90,8010,0,0,0.011235955,0.31121812,0.682479676,0.142857143,1,0.999888417,0.077777778,0,0.077777778,0.077777778,0,0,0,0,0.077777778,0.036668381,0.071410737,0.08639201,3.829616829,0.030093095,0.020273829,0.001574803,0.088,1.962443433,0.005000694,0.154675865,0.003370787,0.007116105,2.994786107,0.064294632,0.011111111,0,0.011111111,0.011111111,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4385.25,0.024352712,4252,4530,4530,4252,4530,4321,4438,31.22910188,0.014722418,30.47905577,31.73090508,31.73090508,30.47905577,31.73090508,31.33984008,31.36660658,0.060983989,0.6497945,0.002993004,0.169677417,0.11385015,0.012735227,0.080846342,0.027241439,0.057162636,6.37E-05,0.367957921,2.02E-05,0.000131377,9.73E-05,3.90E-05,7.84E-05,4.57E-05,5.82E-05,10.7352,0.240089,15.3947,0.187155,15,12,19,1.92804,0.294932,0.876516,0.0883075,10.6728,0.24127,15.4342,0.18895,15,12,19,1.7129,0.41381,0.872574,0.0903051,0.662780952,0.752635284,0.01,0,0.01,60.15,0.05,1.99,0.36,2.05,2.07,2
339,0.006998,1,0.00679905,999,339,0.004998,1,0.00619396,999,339,0.003999,1,0.00608906,999,339,0.007997,1,0.0210559,999,339,0.006998,1,0.0142921,999,339,0.829873,1,0.831034,999,339,0.025996,1,0.0262189,999,339,0.028995,1,0.0296319,999,339,0.003999,1,0.00601294,999,339,450,1917,441,1907,0.020408163,0.005243838,0.231253277,0.501415836,0.584711898,0,1,0.724505538,0.006882389,0.061593375,0.006802721,0.011337868,0.153133837,0,0,0.965390666,0.006882389,0.279303738,0.002621919,0.01363398,2.668978545,0.235482978,0.174469982,0,1,3.382093032,0.003561292,0.391325417,0,0.008390142,2.367806983,0.51914001,0.013531719,0.279246323,0.005243838,0.026743576,0.01032434,0.235882755,0.003146303,0.022024122,2.929468574,0.1089244,0.2501269,0.052048726,0.380952381,2.300575439,4,0,4,4,0,3859.75,0.019234598,3784,4000,4000,3784,3949,3811,3836,26.73709807,0.049424251,24.8562982,28.97442391,28.97442391,24.8562982,28.576,26.00573514,26.50290544,0.410327843,0.555665406,0.001476829,1,0.723207308,0.113966801,0.597585469,0.211216476,0.400086577,0.093201888,0.666773943,0.00718227,0.532795305,0.171042898,0.028392991,0.126030281,0.047362532,0.080054069,13.7113,0.344633,98.39,0.0744662,98,89,108,0.931416,0.214034,0.856206,0.0382395,11.4899,0.308401,98.1997,0.0748388,98,89,108,0.35831,0.380412,0.846338,0.0356115,0.330029708,0.60637903,0,0,0,0.04,0.03,2,0.02,2.25,2.5,2
340,5000.03,0,4999.91,999,340,5000.04,0,4999.91,999,340,5000.05,0,4999.91,999,340,5000.06,0,4999.92,999,340,5000.06,0,4999.92,999,340,3358.64,2,3358.54,999,340,626.623,2,626.613,999,340,631.507,2,631.49,999,340,5000.09,0,4999.91,999,340,500,2130,486,2116,0.028806584,0.006616257,0.229678639,0.482955261,0.592363014,0,1,0.725049585,0.006261329,0.068925944,0.00617284,0.010288066,0.179141738,0,0,0.958412098,0.006261329,0.297350142,0.001890359,0.014650284,2.723340699,0.221889256,0.170108753,0,1,3.326587792,0.002967786,0.407198918,0,0.007088847,2.325021495,0.475897921,0.012343734,0.295720739,0.003780718,0.028355388,0.009508971,0.246759779,0.002835539,0.02173913,2.973425145,0.106979112,0.244415632,0.046464646,0.285714286,2.312588083,4,0,4,4,0,3873.428571,0.030058974,3707,4072,4072,3707,4008,3800,3845,27.6675025,0.054437696,25.60520156,29.77694611,29.77694611,25.60520156,29.71340864,26.28912189,27.11329916,0.390021493,0.565664217,0.001604185,1,0.697877365,0.106610915,0.533632014,0.202504328,0.386943764,0.086962226,0.681673517,0.002449947,0.395229895,0.171938877,0.025715387,0.11622611,0.042978721,0.072738922,20.1284,0.228859,106.75,0.0707243,107,97,117,0.946427,0.201838,0.857601,0.0359386,16.1649,0.396805,106.94,0.0751241,107,97,117,0.33816,0.372474,0.843415,0.0401193,0.31475218,0.532139352,0,0,0,0.04,0.05,1.99,0.01,2.24,2.48,2
341,0.055991,1,0.058456,999,341,0.035993,1,0.0364919,999,341,0.075987,1,0.076543,999,341,0.027995,1,0.031524,999,341,0.041993,1,0.0421709,999,341,0.781881,1,0.783589,999,341,6.97194,1,6.97673,999,341,7.2209,1,7.22142,999,341,0.022995,1,0.0226141,999,341,100,2130,100,2130,0,0,0.046948357,0.371455399,0.658977414,0.2,1,0.826045027,0.05,0,0.05,0.05,0,0,0,0,0.05,0.100985905,0.038028169,0.065258216,3.407521594,0.072967502,0.062587576,0,0.266055046,2.814990797,0.008568075,0.22410557,0.003755869,0.013615023,2.715783475,0.171361502,0.045962441,0.01288,0.043661972,0.046478873,0.120139302,0.059575174,0.09342723,0.150234742,4.10939945,0.116371249,0.05448247,0.096760352,0.138245869,1.059952194,2.606060606,0.187494366,2,3,0.670477649,4300.857143,0.01812247,4213,4464,4464,4213,4353,4244,4278,23.19724603,0.027161166,22.3814554,24.13015233,24.13015233,22.3814554,23.65449116,22.47804415,23.47414998,0.153666627,0.789409313,0.000336539,0.474295249,0.33721264,0.021303603,0.263470754,0.051932081,0.120663332,0.001848848,0.772273955,0.00018225,0.008907974,0.003416722,0.000628071,0.002251748,0.00107612,0.001407352,8.60694,0.317456,20.0934,0.169586,20,16,25,1.59424,0.262321,0.871248,0.0822496,7.69398,0.330517,20.0974,0.167598,20,16,24,1.18017,0.425041,0.85737,0.0835235,0.56551812,0.701071239,0,0,0,7.25,0.01,1.98,0.03,2.14,2.15,2
342,5000.1,0,4999.91,999,342,5000.1,0,4999.91,999,342,5000.1,0,5000.01,999,342,5000.04,0,4999.93,999,342,5000.12,0,5000.11,999,342,53.2179,2,53.2179,999,342,0.255961,2,0.256129,999,342,0.279956,2,0.27982,999,342,5000.02,0,4999.91,999,342,250,1065,237,1054,0.054852321,0.010436433,0.224857685,0.507210626,0.594430384,0,1,0.853705926,0.012990496,0.091947789,0.012658228,0.021097046,0.281283858,0,0,0.925047438,0.012990496,0.292084539,0.0056926,0.026565465,2.691520415,0.218661082,0.165238837,0,0.714285714,3.25356143,0.006721431,0.360788553,0.0028463,0.018026565,2.256770024,0.522770398,0.02514832,0.278458338,0.011385199,0.049335863,0.019976308,0.258723022,0.008538899,0.040796964,3.052747108,0.111333021,0.24588142,0.057082452,0.230769231,2.367040844,3.995762712,0.01625632,3,4,0.027380128,4099.428571,0.010746546,4025,4148,4148,4025,4131,4041,4122,16.98755157,0.030181256,16.01838509,17.53047294,17.53047294,16.01838509,17.4822077,16.46304822,17.10393467,0.363808775,0.623683624,0.001317919,0.86664938,0.681184649,0.064076815,0.550996566,0.166569706,0.335433105,0.079229572,0.697352713,0.004511595,0.284273605,0.160349454,0.024210347,0.106928194,0.041594399,0.062185788,11.5578,0.276465,52.379,0.101474,52,46,59,1.04887,0.203887,0.85992,0.0507023,9.66728,0.309735,52.2684,0.102675,52,45,59,0.492696,0.419372,0.846325,0.0798737,0.35566336,0.637739192,0,0,0,0.02,0.01,1.98,0.01,2.27,2.57,2
343,1.81372,1,1.81449,999,343,1.40579,1,1.40614,999,343,0.261959,1,0.262236,999,343,2.37964,1,2.38008,999,343,3.14452,1,3.14438,999,343,1.74273,1,1.7436,999,343,142.51,1,142.506,999,343,141.435,1,141.436,999,343,1.62675,1,1.62718,999,343,60,5340,60,5340,0,0,0.011235955,0.310807919,0.672960478,0.142857143,1,0.993492058,0.116666667,0,0.116666667,0.116666667,0,0,0,0,0.116666667,0.036859935,0.108614232,0.126404494,3.698503659,0.029380631,0.020490431,0.001560062,0.1,1.930613358,0.006860175,0.142799175,0.004307116,0.009550562,2.836353443,0.058801498,0.011048689,0,0.011048689,0.011048689,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4507.8,0.011670772,4447,4599,4599,4447,4526,4471,4496,22.67994919,0.003862299,22.56761566,22.80343553,22.80343553,22.56761566,22.75624016,22.61555457,22.65690002,0.059478251,0.673151762,0.00205793,0.191493458,0.122588141,0.010056431,0.082949515,0.033270531,0.049308005,6.33E-05,0.338758957,2.60E-05,0.000118455,9.36E-05,3.61E-05,7.95E-05,4.76E-05,6.23E-05,7.7881,0.275522,10.5357,0.217629,10,8,14,2.13064,0.320799,0.887877,0.10501,7.45032,0.27685,10.4924,0.216449,10,8,13,1.88709,0.426518,0.87546,0.107166,0.691014493,0.762962074,0,0,0,60.05,0.02,1.99,0.24,2.05,2.07,2
344,5000.02,0,4999.91,999,344,5000.08,0,5000.01,999,344,5000.06,0,4999.91,999,344,5000.1,0,5000.02,999,344,5000.1,0,5000.02,999,344,18.8501,2,18.8544,999,344,0.142977,2,0.142704,999,344,0.150976,2,0.151018,999,344,5000.09,0,4999.91,999,344,50,1065,50,1065,0,0,0.046948357,0.369014085,0.649073455,0.2,1,0.815032155,0.1,0,0.1,0.1,0,0,0,0,0.1,0.094593658,0.080751174,0.126760563,3.287919522,0.080891248,0.060733777,0,0.23255814,2.751020803,0.018215962,0.232816284,0.008450704,0.028169014,2.711445524,0.182159624,0.04600939,0,0.04600939,0.04600939,0.230199475,0.058223998,0.187793427,0.272300469,4.039354884,0.219946713,0.034978032,0.197695552,0.245885635,1.23483682,2,0,2,2,0,4541.833333,0.008609784,4484,4584,4584,4484,4575,4496,4571,13.66903442,0.011431016,13.45840747,13.91672131,13.91672131,13.45840747,13.76132137,13.49308653,13.70266143,0.165583671,0.690025666,0.000931126,0.441941489,0.332670666,0.028823421,0.250626319,0.078365435,0.165829792,0.00176463,0.615436404,0.000253514,0.005835946,0.003075692,0.000709875,0.002160136,0.001060383,0.001481057,5.645,0.335439,10.3731,0.218804,10,8,13,1.86635,0.302866,0.891179,0.108847,4.8336,0.351096,10.4027,0.217788,10,8,13,1.5118,0.424173,0.866116,0.111637,0.617820792,0.737106872,0,0,0,3.27,0,1.99,0.02,1.02,1.64,2
