INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, glueminisat_2.2.5_Time, glueminisat_2.2.5_opt, glueminisat_2.2.5_solved, glueminisat_2.2.5_PAR, INSTANCE_ID, SAT09referencesolver:precosat_236_Time, SAT09referencesolver:precosat_236_opt, SAT09referencesolver:precosat_236_solved, SAT09referencesolver:precosat_236_PAR, INSTANCE_ID, minisathack:cir_minisat_2011-05-13\(simp\)_Time, minisathack:cir_minisat_2011-05-13\(simp\)_opt, minisathack:cir_minisat_2011-05-13\(simp\)_solved, minisathack:cir_minisat_2011-05-13\(simp\)_PAR, INSTANCE_ID, minisathackreference:minisat_2.2.0_Time, minisathackreference:minisat_2.2.0_opt, minisathackreference:minisat_2.2.0_solved, minisathackreference:minisat_2.2.0_PAR, INSTANCE_ID, minisathack:EBMiniSAT_2011-03-02_Time, minisathack:EBMiniSAT_2011-03-02_opt, minisathack:EBMiniSAT_2011-03-02_solved, minisathack:EBMiniSAT_2011-03-02_PAR, INSTANCE_ID, minisathack:contrasat_2011-03-02_Time, minisathack:contrasat_2011-03-02_opt, minisathack:contrasat_2011-03-02_solved, minisathack:contrasat_2011-03-02_PAR, INSTANCE_ID, minisathack:LR_GL_SHR_2011-03-02_Time, minisathack:LR_GL_SHR_2011-03-02_opt, minisathack:LR_GL_SHR_2011-03-02_solved, minisathack:LR_GL_SHR_2011-03-02_PAR, INSTANCE_ID, minisathack:MiniSAT_2.2.0-agile-26_Time, minisathack:MiniSAT_2.2.0-agile-26_opt, minisathack:MiniSAT_2.2.0-agile-26_solved, minisathack:MiniSAT_2.2.0-agile-26_PAR, INSTANCE_ID, SAT09referencesolver:glucose_1.0_Time, SAT09referencesolver:glucose_1.0_opt, SAT09referencesolver:glucose_1.0_solved, SAT09referencesolver:glucose_1.0_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, EBGlucose_1.0_Time, EBGlucose_1.0_opt, EBGlucose_1.0_solved, EBGlucose_1.0_PAR, INSTANCE_ID, Lingeling_587f\(fixed\)_Time, Lingeling_587f\(fixed\)_opt, Lingeling_587f\(fixed\)_solved, Lingeling_587f\(fixed\)_PAR, INSTANCE_ID, minisathack:minisat_psm_2011-04-01_Time, minisathack:minisat_psm_2011-04-01_opt, minisathack:minisat_psm_2011-04-01_solved, minisathack:minisat_psm_2011-04-01_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, rcl_2011-04-01_Time, rcl_2011-04-01_opt, rcl_2011-04-01_solved, rcl_2011-04-01_PAR, INSTANCE_ID, MPhaseSAT64_2011-05-14\(fixed\)_Time, MPhaseSAT64_2011-05-14\(fixed\)_opt, MPhaseSAT64_2011-05-14\(fixed\)_solved, MPhaseSAT64_2011-05-14\(fixed\)_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
137,771.185,2,771.173,999,137,401.724,2,401.718,999,137,130.866,2,130.863,999,137,1340.14,2,1340.08,999,137,644.436,2,644.428,999,137,620.462,2,620.451,999,137,352.81,2,352.807,999,137,1593.51,2,1593.48,999,137,656.513,2,656.497,999,137,988.004,2,987.992,999,137,320.24,2,320.234,999,137,589.296,2,589.284,999,137,188.633,2,188.631,999,137,369.839,2,369.831,999,137,170.985,2,170.987,999,137,973.849,2,973.827,999,137,183.582,2,183.58,999,137,215.393,2,215.389,999,137,50277,283903,37813,249569,0.329622088,0.137573176,0.151513209,0.490927635,0.9717684,0,1,1.080670719,6.05E-05,0.932208721,5.29E-05,0.001613202,0.473634065,0,0.893844989,0.960239453,6.05E-05,0.693797188,8.01E-06,0.000304525,2.693071414,0.384713492,0.292452602,0,1,3.041001044,4.78E-05,0.920309157,0,0.000292504,2.718521025,0.900560566,0.000160021,0.839363574,8.01E-06,0.000536926,7.86E-05,1.37366244,8.01E-06,0.003562141,3.043186057,0.226878241,0.606435896,0.009984639,0.733333333,3.101827986,11.01834862,0.074761566,9,13,1.109610849,683,0.519740306,181,938,938,181,938,181,930,58.73084443,0.700261537,22.61878453,116.272043,116.272043,22.61878453,116.272043,22.61878453,37.30170576,0.628980327,0.576884093,1.00E-08,1,0.955392895,0.043878726,0.952051224,0.248151366,0.831065929,0.067841122,1.677117245,0,0.485911651,0.313826917,0.00107853,0.070783122,0.001450297,0.010856899,1142.5,1.2174,6576,1.41421,6576,0,0,3.40492,0.427449,1.00639,0.0442523,642.143,1.18707,11248.7,0.441023,13074,0,13201,1.13647,1.28906,0.988234,0.0242657,0.360390639,0.605813938,1.2,0.04,3.9,8.49,2.01,2,2.61,2.17,2.31,2
138,5000.08,0,4999.93,999,138,2122.47,2,2122.39,999,138,5000.04,0,4999.92,999,138,5000.05,0,4999.93,999,138,5000.07,0,4999.93,999,138,5000.05,0,4999.93,999,138,5000.04,0,4999.93,999,138,5000.11,0,4999.93,999,138,5000.04,0,4999.92,999,138,5000.05,0,5000.02,999,138,5000.03,0,4999.91,999,138,5000.01,0,4999.81,999,138,891.683,2,891.663,999,138,5000.03,0,5000.12,999,138,5000.11,0,4999.95,999,138,5000.06,0,5000.01,999,138,5000.06,0,4999.92,999,138,5000.08,0,4999.9,999,138,183325,546914,32046,210225,4.720682769,1.60156499,0.152436675,0.506953787,0.720985513,0,1,1.746800628,0.000109938,0.378928107,6.24E-05,0.001685078,1.547449965,0,0.206864074,0.582033535,0.000109938,1.99836591,4.76E-06,0.003363063,3.114865711,0.134881653,0.126570768,0,1,2.936841234,4.25E-05,1.900552484,0,0.001270068,2.636267323,0.473630634,9.46E-05,1.597581018,4.76E-06,0.002112023,-1,0,-1,0,-512,-1,0,-1,0,0,9.008333333,0.080427854,8,10,1.055732789,328.625,0.491907584,64,489,489,64,473,264,451,8.054543794,0.169901522,6.241758242,10.10606061,10.10606061,6.241758242,9.552147239,6.984716157,7.91740413,0.444406122,0.399039961,4.83E-06,1,0.619728643,0.190270994,0.586714254,0.314738572,0.482835876,0.05216567,0.951888664,0,1,0.112033237,0.001513255,0.078063281,0.016072318,0.041297988,2955,1.02321,4636,1.41421,4636,0,0,1.59354,0.795849,1.06805,0.255381,1999.71,0.282448,9142.86,0.00471474,9140,9068,9163,0.528958,1.29959,0.922931,0.0278168,0.048206175,0.137457098,3.67,0.04,2.8,60.02,2.02,2,2.7,2.23,2.31,2
139,321.822,2,321.836,999,139,153.665,2,153.664,999,139,359.32,2,359.314,999,139,5000.09,0,4999.93,999,139,659.325,2,659.314,999,139,437.883,2,439.037,999,139,617.931,2,617.939,999,139,1094.14,2,1094.12,999,139,539.517,2,539.507,999,139,347.39,2,347.513,999,139,205.647,2,205.649,999,139,318.1,2,318.109,999,139,164.762,2,164.758,999,139,605.728,2,605.722,999,139,178.976,2,178.974,999,139,579.758,2,579.748,999,139,756.891,2,756.874,999,139,228.606,2,228.607,999,139,98935,296405,32667,167814,2.028591545,0.766270991,0.194661947,0.49642746,0.746930031,0,1,1.582012841,9.67E-05,0.338572047,6.12E-05,0.001377537,1.355437728,0,0.285876029,0.713093067,9.67E-05,0.915742306,4.17E-05,0.001060698,3.081932926,0.145767126,0.107426308,0,0.6,2.990953404,3.85E-05,0.909269968,5.96E-06,0.000381375,2.297524422,0.497175444,9.21E-05,0.897532151,2.38E-05,0.001024944,0.000253879,0.747624152,2.38E-05,0.002037971,4.559319843,0.138056475,0.584084988,0.020095652,0.769230769,3.298774587,13.76595745,0.047888511,12,15,0.951838661,668.3333333,0.339448308,330,937,937,330,904,501,706,12.16785349,0.253567337,7.666666667,17.52051836,17.52051836,7.666666667,13.3511206,9.883289125,11.53399433,0.389330942,0.54254773,3.27E-06,0.995681619,0.667938748,0.092796464,0.545902892,0.224538562,0.385013634,0.039705778,0.77934735,0,0.222948487,0.082947964,0.003216082,0.058268666,0.015443571,0.033711187,4150.5,1.09699,4314.5,1.41421,4314.5,0,0,1.65289,0.929692,1.15294,0.380968,2049.43,0.0373127,8535.71,0.0122846,8519,8402,8643,0.320624,0.56926,0.886115,0.00523052,0.028399679,0.112161182,1.54,0.04,2.9,16.91,2.02,1.99,2.51,2.16,2.25,2
140,5000.06,0,4999.94,999,140,2079.26,2,2079.23,999,140,5000.11,0,5000,999,140,5000.13,0,5000.17,999,140,5000.08,0,4999.96,999,140,5000.15,0,4999.96,999,140,5000.06,0,4999.95,999,140,2299.65,2,2299.69,999,140,5000.08,0,4999.96,999,140,2589.94,2,2589.89,999,140,2052.83,2,2052.77,999,140,2230.26,2,2230.19,999,140,5000.05,0,4999.92,999,140,5000.02,0,4999.92,999,140,5000.14,0,5000.04,999,140,5000.03,0,4999.91,999,140,5000.12,0,5000.02,999,140,5000.13,0,5000,999,140,192503,564953,57963,279680,2.321135897,1.019997855,0.207247569,0.417696387,0.788877565,0,1,1.286479906,5.52E-05,0.231353011,3.45E-05,0.000897124,1.000998053,0,0.117355549,0.721106264,5.52E-05,0.605599452,2.50E-05,0.000536327,2.728156769,0.061020877,0.071190519,0,0.826086957,2.020278593,2.55E-05,0.870284606,3.58E-06,0.000261013,2.255931879,0.5045123,3.24E-05,1.008654565,1.43E-05,0.000504148,0.000100525,0.663199492,1.79E-05,0.00117992,3.697977581,0.261348949,0.528922978,0.022727273,0.786764706,3.73534241,15.37037037,0.065015603,11,17,1.233055346,143.3448276,0.490511228,13,249,231,37,198,94,166,7.131175353,0.270704566,4.189189189,13.53846154,9.616216216,5.23015873,7.343434343,6.136585366,6.458064516,0.185656567,1.051421348,0,1,0.464933881,0.00899969,0.267864737,0.04466632,0.120912591,0.054288828,1.002468958,0,0.438023128,0.115494273,0.014926869,0.062751689,0.02458239,0.038582411,5883,0,11139,0,11139,11139,11139,1.70655,0,0.922716,0,3277.33,0.0709799,11174,0.00512462,11152,11131,11152,0.408524,0.423955,0.844515,0.00995962,0.048017824,0.091073111,2.37,0.05,9.06,10.69,2.01,2.01,2.91,2.24,2.27,2.02
141,5000.11,0,5000.03,999,141,5000.06,0,4999.92,999,141,1004.79,2,1004.77,999,141,5000.05,0,4999.94,999,141,5000.09,0,4999.94,999,141,5000.09,0,4999.93,999,141,5000.12,0,5000.03,999,141,5000.06,0,4999.93,999,141,5000.09,0,4999.94,999,141,5000.04,0,4999.91,999,141,5000.1,0,5000.31,999,141,5000.1,0,5000.01,999,141,5000.12,0,4999.99,999,141,5000.02,0,4999.83,999,141,5000.05,0,4999.94,999,141,5000,0,4999.91,999,141,4594.2,2,4594.11,999,141,5000.14,0,4999.94,999,141,89190,265718,21481,130698,3.152041339,1.033068601,0.164355996,0.459499806,0.708441481,0,1,1.704384738,0.000165663,0.348556842,9.31E-05,0.002094875,1.44692156,0,0.174203125,0.590299775,0.000165663,1.463979341,5.36E-05,0.002463695,3.094286435,0.106885812,0.105083172,0,0.882352941,2.669322295,5.21E-05,1.642063057,7.65E-06,0.001270104,2.538921395,0.392347243,0.000155626,1.134449188,3.83E-05,0.00193576,-1,0,-1,0,-512,-1,0,-1,0,0,9.786458333,0.044396286,8,10,0.545790898,390.9230769,0.865694512,21,1178,925,29,348,197,303,70.98342337,1.603566247,8.696629213,354.6190476,309.6551724,9.149501661,56.14736842,10.61075949,11.28448276,0.359651726,0.637681817,1.79E-06,1,0.694957749,0.075547498,0.540829118,0.177848665,0.325568363,0.054575524,0.714067495,0,0.254142964,0.097196629,0.000717395,0.083156039,0.021070669,0.057714451,882,0.694222,5334,0.00833164,5319,5299,5319,0.809103,0.716433,0.868459,0.0453336,1372.67,0.380702,5399.67,0.00540402,5386,5372,5424,0.475228,1.52898,0.900224,0.0398314,0.070953866,0.199999358,1.3,0.02,1.28,60.01,2.01,2,2.35,2.14,2.21,2.01
142,5000.06,0,4999.93,999,142,630.529,2,630.529,999,142,5000.12,0,4999.92,999,142,5000.12,0,4999.93,999,142,5000.13,0,5000.03,999,142,5000.04,0,4999.93,999,142,5000.07,0,5000.03,999,142,5000.03,0,4999.91,999,142,5000.05,0,4999.82,999,142,2891.73,2,2891.65,999,142,1871.4,2,1871.33,999,142,3609.53,2,3609.46,999,142,2915.6,2,2915.56,999,142,5000.06,0,5000.03,999,142,1071.5,2,1071.47,999,142,5000.03,0,4999.91,999,142,5000.1,0,5000.02,999,142,1255.82,2,1255.82,999,142,44692,129620,13945,68921,2.2048763,0.880703994,0.202333106,0.42657571,0.791715933,0,1,1.484415434,0.00022662,0.344614107,0.000143421,0.00250986,1.278766227,0,0.238635539,0.72570044,0.00022662,0.855392938,8.71E-05,0.003975566,3.045351378,0.103939386,0.119750716,0,0.797752809,2.633720735,9.40E-05,0.827941122,1.45E-05,0.001683086,2.4084535,0.488544856,0.000207012,0.772955794,7.25E-05,0.002669723,0.000544091,0.867685956,5.80E-05,0.005745709,4.394523232,0.151443814,0.517920133,0.017360184,0.666666667,3.370250152,9.816091954,0.072083038,8,12,1.065115381,801.6923077,0.271832939,532,1418,982,591,842,669,778,12.46779444,0.21279603,9.236886633,18.75035261,16.44168467,9.455665025,12.86090226,11.01670951,11.74032587,0.33319768,0.709693897,1.45E-07,1,0.661239825,0.045018161,0.496856336,0.124805621,0.310092553,0.050785273,0.981642942,0,0.329588625,0.122661375,0.004322956,0.064656009,0.017298668,0.037628769,902.625,1.33479,2984.75,0.40423,3405,0,3447,0.936912,0.972573,0.960095,0.322267,768.864,0.0393072,3408.09,0.0142537,3399,3352,3450,0.215824,0.345923,0.878624,0.00619931,0.051045088,0.19333064,0.6,0.01,0.54,5.71,2.01,2,1.54,2.09,2.25,2
143,1058.19,2,1058.17,999,143,382.681,2,382.678,999,143,1004.3,2,1004.31,999,143,3050.01,2,3049.9,999,143,2676.85,2,2676.79,999,143,2865.52,2,2865.46,999,143,2168.72,2,2168.64,999,143,3307.65,2,3307.56,999,143,2661.53,2,2661.46,999,143,706.262,2,706.251,999,143,404.327,2,404.322,999,143,644.051,2,644.051,999,143,346.671,2,346.661,999,143,1251.52,2,1251.51,999,143,245.654,2,245.653,999,143,2304.12,2,2304.04,999,143,2716.52,2,2716.45,999,143,404.268,2,404.266,999,143,88352,262658,23820,135563,2.709151973,0.937534578,0.175711662,0.456017642,0.758248031,0,1,1.70477701,0.000142424,0.368747663,8.40E-05,0.001763224,1.490727025,0,0.235853441,0.634538923,0.000142424,1.193016128,5.16E-05,0.002124473,3.125283771,0.126784427,0.119242967,0,0.814814815,2.895982093,5.44E-05,1.27825547,7.38E-06,0.000730288,2.641113856,0.467642351,0.000138465,1.017164434,3.69E-05,0.001549095,0.000527882,0.859727945,3.69E-05,0.003614556,4.905636812,0.139213288,0.605516732,0.021686998,0.733333333,3.307609476,11.46590909,0.06017906,9,12,0.934080371,561.4,0.301858547,147,708,708,399,695,490,643,30.69029241,2.220685273,6.318181818,235.1360544,235.1360544,7.351020408,8.762052877,7.743262411,8.119186047,0.355375767,0.719122877,0,1,0.717427156,0.022249698,0.577645524,0.125152749,0.339299884,0.048973511,0.886349127,0,0.285874358,0.108821419,0.000894889,0.077771947,0.012160659,0.038959099,1378,0.827283,6187.67,0.00618645,6199,6145,6199,1.10921,0.787313,0.89409,0.0798273,1481.73,0.025669,6278.36,0.00965521,6286,6196,6338,0.307489,0.253206,0.902202,0.00343559,0.063465966,0.179149679,1.4,0.02,1.56,44.65,2.01,1.99,2.46,2.16,2.27,2
144,5000.06,0,4999.93,999,144,5000.11,0,4999.92,999,144,5000.07,0,4999.92,999,144,5000.05,0,4999.94,999,144,5000.04,0,4999.93,999,144,5000.1,0,5000.13,999,144,5000.11,0,5000.03,999,144,5000.07,0,4999.93,999,144,5000.09,0,4999.94,999,144,5000.02,0,5000.01,999,144,5000.07,0,5000.01,999,144,5000.05,0,4999.91,999,144,2164.05,2,2164.04,999,144,5000.06,0,5000.03,999,144,5000.07,0,4999.94,999,144,5000,0,4999.91,999,144,5000.1,0,4999.92,999,144,5000.1,0,4999.95,999,144,163622,488120,28580,187665,4.725052484,1.601017771,0.152292649,0.506885342,0.721876544,0,1,1.751465964,0.000123541,0.383080089,7.00E-05,0.001714486,1.557300724,0,0.207646604,0.582085098,0.000123541,1.990247041,5.33E-06,0.003767351,3.11644309,0.134481194,0.125673514,0,1,2.917349071,4.75E-05,1.904006091,0,0.001422748,2.635351116,0.473236885,0.000106813,1.587791878,5.33E-06,0.002365918,-1,0,-1,0,-512,-1,0,-1,0,0,8.910447761,0.08934429,8,10,1.090968114,415.5,0.269761503,278,608,608,278,558,317,423,7.086936341,0.110686337,6.092198582,8.243421053,8.243421053,6.092198582,8.124137931,6.492113565,7.034313725,0.441969153,0.40227054,6.99E-06,1,0.619588382,0.191120241,0.586431506,0.314555796,0.477402155,0.052296641,0.954163299,0,1,0.112048419,0.001513113,0.078613426,0.015972029,0.041265873,1082.5,0.860286,8080,0.0122519,8080,8010,8010,1.00792,0.804487,0.89245,0.0458559,1652.25,0.076043,8100.12,0.0114178,8106,7916,8133,0.367661,1.00039,0.913669,0.00767916,0.047833698,0.133790199,3.27,0.03,2.24,60.01,2.02,2,2.65,2.19,2.34,2
145,163.122,2,163.118,999,145,29.8165,2,29.8164,999,145,84.8151,2,84.8135,999,145,40.0429,2,40.0449,999,145,32.4061,2,32.4071,999,145,29.2416,2,29.2413,999,145,29.2725,2,29.2729,999,145,119.057,2,119.054,999,145,46.7999,2,46.8171,999,145,32.637,2,32.6377,999,145,25.6941,2,25.7088,999,145,31.1073,2,31.1078,999,145,64.7682,2,64.769,999,145,28.4697,2,28.4867,999,145,34.2788,2,34.2806,999,145,166.808,2,166.813,999,145,5000.07,0,4999.92,999,145,19.938,2,19.9508,999,145,115266,345359,28227,162444,3.083537039,1.126018813,0.173764497,0.514129201,0.707863331,0,1,1.799732388,0.000120766,0.42643183,7.09E-05,0.000637687,1.53740243,0,0.278262047,0.666217281,0.000120766,1.446555466,4.31E-05,0.001243505,2.84806836,0.147773128,0.140535134,0,0.753846154,2.867396962,3.88E-05,1.157273602,6.16E-06,0.000338578,2.259674007,0.448622294,0.000111877,1.425661576,3.08E-05,0.001163478,-1,0,-1,0,-512,-1,0,-1,0,0,14.60736196,0.091450217,11,17,1.64974185,1394.666667,0.181985252,969,1665,1665,969,1597,1138,1541,16.16059226,0.151279519,13.3175583,20.72961816,20.72961816,13.3175583,17.66726727,14.33225179,15.84797891,0.425104029,0.450221504,0.000117354,0.978788227,0.683109849,0.132030355,0.555302986,0.286810382,0.45649234,0.055219356,0.888074064,0,0.211532322,0.146728218,0.001619139,0.083448148,0.021650663,0.032525138,1174.5,0.883206,7933.5,0.00436733,7933.5,7909,7909,0.926569,0.765719,0.881036,0.0514283,1754.67,0.251693,7949,0.0121156,7969,7838,8034,0.434543,1.29431,0.909515,0.0216737,0.070636568,0.203549611,2.36,0.03,2.18,60.01,2.01,2,2.6,2.16,2.28,2
146,2.24566,2,2.24717,999,146,2.49162,2,2.49282,999,146,4.21636,2,4.21632,999,146,2.70259,2,2.70383,999,146,2.76458,2,2.76463,999,146,2.29565,2,2.29753,999,146,2.20966,2,2.20989,999,146,2.00769,2,2.00738,999,146,2.67159,2,2.67423,999,146,3.65044,2,3.66149,999,146,3.12552,2,3.12875,999,146,3.10153,2,3.10446,999,146,12.3891,2,12.3893,999,146,3.14952,2,3.14894,999,146,13.8139,2,13.8147,999,146,2.85956,2,2.85998,999,146,7.95379,2,7.95369,999,146,3.85841,2,3.85786,999,146,156721,469046,27583,200818,4.681796759,1.335677081,0.137353225,0.529664213,0.664019551,0,1,1.741966479,0.000129236,0.396040141,7.25E-05,0.001667694,1.488405333,0,0.180501748,0.53177006,0.000129236,2.394164453,3.49E-05,0.003510641,2.832881028,0.131172323,0.104028422,0,0.941176471,2.691129029,4.16E-05,1.79330745,0,0.000961069,2.412249173,0.432306865,0.00010687,1.933192393,2.49E-05,0.002191039,-1,0,-1,0,-512,-1,0,-1,0,0,13.21276596,0.133639226,9,15,1.613147906,2114,0.07473983,1956,2272,2272,1956,2272,1956,2272,19.9326976,0.105329997,17.83318662,22.03220859,22.03220859,17.83318662,22.03220859,17.83318662,22.03220859,0.515568458,0.401978383,1.54E-07,0.995428923,0.78556187,0.228140064,0.663010688,0.362996295,0.532874456,0.066532064,0.672492702,0,0.293857511,0.124025295,0.000383864,0.09943336,0.025669316,0.067916886,1831.5,0.992613,7537,0.00168873,7537,7528,7528,1.52982,0.84106,0.929084,0.0880558,1164.14,0.027481,7386.86,0.0212053,7412,7171,7514,0.288303,0.2012,0.890959,0.00549533,0.054339149,0.411970608,2.91,0.04,2.11,60.02,2.03,2,2.54,2.19,2.31,2
147,5.57715,2,5.5791,999,147,6.42202,2,6.42193,999,147,9.8625,2,9.86191,999,147,5.37318,2,5.38443,999,147,5.52116,2,5.52274,999,147,4.62829,2,4.62975,999,147,5.72013,2,5.7206,999,147,5.09622,2,5.09636,999,147,5.57415,2,5.5749,999,147,9.66453,2,9.66387,999,147,6.94294,2,6.94569,999,147,7.1999,2,7.19802,999,147,20.4479,2,20.4499,999,147,6.94094,2,6.98096,999,147,24.4883,2,24.4908,999,147,7.54385,2,7.54849,999,147,10.8543,2,10.8704,999,147,8.04178,2,8.04206,999,147,160244,479591,23813,181115,5.729265527,1.647991608,0.131479999,0.549061872,0.612323995,0,1,1.808882996,0.000157643,0.453233982,8.40E-05,0.002309663,1.555118147,0,0.148623803,0.540242387,0.000157643,2.134817674,3.86E-05,0.003495017,2.832916285,0.127785791,0.100559095,0,0.857142857,2.76008375,5.48E-05,1.472910659,0,0.000927587,2.637183814,0.467161748,0.000127285,1.698458582,2.76E-05,0.001871739,-1,0,-1,0,-512,-1,0,-1,0,0,8.530201342,0.090661058,7,9,0.806610478,1817,0.082686861,1610,1962,1962,1610,1962,1610,1879,16.20027402,0.182292911,12.17763975,19.1841405,19.1841405,12.17763975,19.1841405,12.17763975,17.23904179,0.51452246,0.436188017,3.45E-06,0.996541693,0.76960924,0.198904311,0.747017433,0.327554972,0.535657814,0.054706251,0.772818478,0,0.321540251,0.100160226,0.000554653,0.083859553,0.024799302,0.048700294,1347,0.914322,6474.67,0.0176114,6436,6385,6436,1.20219,0.844071,0.909338,0.0716726,1363.2,0.236576,6501.7,0.0146609,6496.5,6329,6548,0.440713,1.1765,0.905341,0.0194255,0.053943542,0.503879438,3.16,0.03,1.56,60.04,2.02,1.99,2.58,2.19,2.33,2
148,0.625904,2,0.627928,999,148,0.628903,2,0.630118,999,148,1.44778,2,1.45304,999,148,0.644901,2,0.644921,999,148,0.608907,2,0.610312,999,148,0.612906,2,0.613486,999,148,0.633903,2,0.633929,999,148,0.587909,2,0.59359,999,148,0.613906,2,0.615099,999,148,1.34879,2,1.35896,999,148,1.3018,2,1.30288,999,148,1.35079,2,1.3516,999,148,5.71113,2,5.72615,999,148,1.22081,2,1.22097,999,148,10.1415,2,10.1416,999,148,1.2828,2,1.28358,999,148,4.41933,2,4.41964,999,148,2.17767,2,2.17807,999,148,63327,174791,15324,70098,3.132537197,1.493523353,0.218608234,0.416608912,0.766835002,0,1,1.571054503,0.000253319,1.157552221,0.000130514,0.00541634,1.389786905,0,0.196924306,0.766997632,0.000253319,1.97603785,1.43E-05,0.023410083,2.890687776,0.184736976,0.135374261,0,1,2.896992418,0.000110158,1.63308597,0,0.014864903,2.413871594,0.606037262,0.000366977,1.071526372,1.43E-05,0.005392451,-1,0,-1,0,-512,-1,0,-1,0,0,8.30362117,0.058910839,7,9,0.692996053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354850978,0.847116306,1.41E-05,1,0.963061728,0.062093204,0.5035207,0.158387519,0.216822289,0.163620692,0.832045433,0,0.999824695,0.308173625,0.003939048,0.241222969,0.028247927,0.196318263,350.8,2.1348,3347.4,0.351692,3715,0,3764,0.901511,0.782807,0.9488,0.155999,427.667,0.0421378,3740.79,0.0110861,3746,3686,3797,0.23339,0.254917,0.936749,0.00268415,0.070624708,0.462270137,1.5,0.01,0.66,60.06,2.01,0.5,2.37,2.1,2.32,2
