INSTANCE_ID, MPhaseSAT_2011-02-15_Time, MPhaseSAT_2011-02-15_opt, MPhaseSAT_2011-02-15_solved, MPhaseSAT_2011-02-15_PAR, INSTANCE_ID, Sol_2011-04-04_Time, Sol_2011-04-04_opt, Sol_2011-04-04_solved, Sol_2011-04-04_PAR, INSTANCE_ID, QuteRSat_2011-05-12\(fixed\)_Time, QuteRSat_2011-05-12\(fixed\)_opt, QuteRSat_2011-05-12\(fixed\)_solved, QuteRSat_2011-05-12\(fixed\)_PAR, INSTANCE_ID, CryptoMiniSat_Strange-Night2-st\(fixed\)_Time, CryptoMiniSat_Strange-Night2-st\(fixed\)_opt, CryptoMiniSat_Strange-Night2-st\(fixed\)_solved, CryptoMiniSat_Strange-Night2-st\(fixed\)_PAR, INSTANCE_ID, PicoSAT_941_Time, PicoSAT_941_opt, PicoSAT_941_solved, PicoSAT_941_PAR, INSTANCE_ID, glucose_2_Time, glucose_2_opt, glucose_2_solved, glucose_2_PAR, INSTANCE_ID, clasp_2.0-R4092-crafted_Time, clasp_2.0-R4092-crafted_opt, clasp_2.0-R4092-crafted_solved, clasp_2.0-R4092-crafted_PAR, INSTANCE_ID, SAT07referencesolver:minisat_SAT2007_Time, SAT07referencesolver:minisat_SAT2007_opt, SAT07referencesolver:minisat_SAT2007_solved, SAT07referencesolver:minisat_SAT2007_PAR, INSTANCE_ID, jMiniSat_2011_Time, jMiniSat_2011_opt, jMiniSat_2011_solved, jMiniSat_2011_PAR, INSTANCE_ID, RestartSAT_B95_Time, RestartSAT_B95_opt, RestartSAT_B95_solved, RestartSAT_B95_PAR, INSTANCE_ID, SAT09referencesolver:clasp_1.2.0-SAT09-32_Time, SAT09referencesolver:clasp_1.2.0-SAT09-32_opt, SAT09referencesolver:clasp_1.2.0-SAT09-32_solved, SAT09referencesolver:clasp_1.2.0-SAT09-32_PAR, INSTANCE_ID, sathys_2011-04-01_Time, sathys_2011-04-01_opt, sathys_2011-04-01_solved, sathys_2011-04-01_PAR, INSTANCE_ID, SApperloT2010_2011-05-15\(fixed\)_Time, SApperloT2010_2011-05-15\(fixed\)_opt, SApperloT2010_2011-05-15\(fixed\)_solved, SApperloT2010_2011-05-15\(fixed\)_PAR, INSTANCE_ID, sattime+_2011-03-02_Time, sattime+_2011-03-02_opt, sattime+_2011-03-02_solved, sattime+_2011-03-02_PAR, INSTANCE_ID, sattime_2011-03-02_Time, sattime_2011-03-02_opt, sattime_2011-03-02_solved, sattime_2011-03-02_PAR,INSTANCE_ID, nvarsOrig, nclausesOrig, nvars, nclauses, reducedVars, reducedClauses, vars_clauses_ratio, POSNEG_RATIO_CLAUSE_mean, POSNEG_RATIO_CLAUSE_coeff_variation, POSNEG_RATIO_CLAUSE_min, POSNEG_RATIO_CLAUSE_max, POSNEG_RATIO_CLAUSE_entropy, VCG_CLAUSE_mean, VCG_CLAUSE_coeff_variation, VCG_CLAUSE_min, VCG_CLAUSE_max, VCG_CLAUSE_entropy, UNARY, BINARYp, TRINARYp, VCG_VAR_mean, VCG_VAR_coeff_variation, VCG_VAR_min, VCG_VAR_max, VCG_VAR_entropy, POSNEG_RATIO_VAR_mean, POSNEG_RATIO_VAR_stdev, POSNEG_RATIO_VAR_min, POSNEG_RATIO_VAR_max, POSNEG_RATIO_VAR_entropy, HORNY_VAR_mean, HORNY_VAR_coeff_variation, HORNY_VAR_min, HORNY_VAR_max, HORNY_VAR_entropy, horn_clauses_fraction, VG_mean, VG_coeff_variation, VG_min, VG_max, CG_mean, CG_coeff_variation, CG_min, CG_max, CG_entropy, cluster_coeff_mean, cluster_coeff_coeff_variation, cluster_coeff_min, cluster_coeff_max, cluster_coeff_entropy, DIAMETER_mean, DIAMETER_coeff_variation, DIAMETER_min, DIAMETER_max, DIAMETER_entropy, cl_num_mean, cl_num_coeff_variation, cl_num_min, cl_num_max, cl_num_q90, cl_num_q10, cl_num_q75, cl_num_q25, cl_num_q50, cl_size_mean, cl_size_coeff_variation, cl_size_min, cl_size_max, cl_size_q90, cl_size_q10, cl_size_q75, cl_size_q25, cl_size_q50, SP_bias_mean, SP_bias_coeff_variation, SP_bias_min, SP_bias_max, SP_bias_q90, SP_bias_q10, SP_bias_q75, SP_bias_q25, SP_bias_q50, SP_unconstraint_mean, SP_unconstraint_coeff_variation, SP_unconstraint_min, SP_unconstraint_max, SP_unconstraint_q90, SP_unconstraint_q10, SP_unconstraint_q75, SP_unconstraint_q25, SP_unconstraint_q50, saps_BestSolution_Mean, saps_BestSolution_CoeffVariance, saps_FirstLocalMinStep_Mean, saps_FirstLocalMinStep_CoeffVariance, saps_FirstLocalMinStep_Median, saps_FirstLocalMinStep_Q10, saps_FirstLocalMinStep_Q90, saps_BestAvgImprovement_Mean, saps_BestAvgImprovement_CoeffVariance, saps_FirstLocalMinRatio_Mean, saps_FirstLocalMinRatio_CoeffVariance, gsat_BestSolution_Mean, gsat_BestSolution_CoeffVariance, gsat_FirstLocalMinStep_Mean, gsat_FirstLocalMinStep_CoeffVariance, gsat_FirstLocalMinStep_Median, gsat_FirstLocalMinStep_Q10, gsat_FirstLocalMinStep_Q90, gsat_BestAvgImprovement_Mean, gsat_BestAvgImprovement_CoeffVariance, gsat_FirstLocalMinRatio_Mean, gsat_FirstLocalMinRatio_CoeffVariance, lobjois_mean_depth_over_vars, lobjois_log_num_nodes_over_vars, Pre_featuretime, Basic_featuretime, KLB_featuretime, CG_featuretime, DIAMETER_featuretime, cl_featuretime, sp_featuretime, ls_saps_featuretime, ls_gsat_featuretime, lobjois_featuretime
167,0.236963,1,0.237195,999,167,1.39879,1,1.40017,999,167,0.110983,1,0.112358,999,167,0.066989,1,0.067229,999,167,0.010998,1,0.0448011,999,167,23.6164,1,23.6176,999,167,0.087986,1,0.0985431,999,167,0.090985,1,0.090861,999,167,0.502923,1,0.292875,999,167,0.06299,1,0.063462,999,167,0.108982,1,0.109615,999,167,0.086986,1,0.0916639,999,167,0.018997,1,0.0203929,999,167,0.080987,1,0.0815169,999,167,0.076987,1,0.0770981,999,167,440,10670,330,10230,0.333333333,0.043010753,0.032258065,1,0,1,1,0,0.017790811,0.592795778,0.006060606,0.036363636,0.686701169,0,0.032258065,0.032258065,0.017790811,0,0.017790811,0.017790811,0,0.010989011,0,0.010989011,0.010989011,0,0.008993157,0,0.008993157,0.008993157,0,0.758064516,0.032160313,0,0.032160313,0.032160313,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,3819.5,0.006938081,3793,3846,3846,3793,3846,3793,3846,39.20213382,0.177550863,32.24176114,46.1625065,46.1625065,32.24176114,46.1625065,32.24176114,46.1625065,0.509024971,6.12E-05,0.508841321,0.509114544,0.509060042,0.509000664,0.5090429,0.509009535,0.509021846,0.006410951,0.000198731,0.006408262,0.006420292,0.006411725,0.006410071,0.006411058,0.006410463,0.00641082,0.189397,48.3632,81.7884,0.0991871,82,71,92,6.59614,0.137426,0.998596,0.0207468,0.000731797,52.2781,81.6089,0.0979884,82,72,92,6.44558,0.155591,0.998994,0.00158738,0.957147455,0.996925408,0.08,0,0,60.01,0.2,0.39,0.42,2.07,2.09,2
168,5000.07,0,4999.92,999,168,5000.05,0,4988.65,999,168,5000.14,0,5000.06,999,168,5000.12,0,5000.04,999,168,5000.07,0,4999.93,999,168,5000.04,0,4999.91,999,168,5000.09,0,4999.93,999,168,5000.06,0,4999.93,999,168,5000.07,0,4980.93,999,168,5000.08,0,4999.94,999,168,5000.04,0,4999.92,999,168,5000.11,0,5000.14,999,168,5000.23,0,5000.08,999,168,5000.1,0,4999.91,999,168,5000.11,0,4999.92,999,168,1664,157664,1248,156000,0.333333333,0.010666667,0.008,1,0,1,1,0,0.004782051,0.581194661,0.001602564,0.009615385,0.604430888,0,0.008,0.008,0.004782051,0,0.004782051,0.004782051,0,0.002680965,0,0.002680965,0.002680965,0,0.002397436,0,0.002397436,0.002397436,0,0.752,0.00799359,0,0.00799359,0.00799359,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1099.25,1.002801329,422,3755,3255,477,1300,492,608,29.22501956,0.074188897,27.22274882,35.83625192,30.35649547,27.77453027,29.78153846,28.08202397,28.509839,0.34813977,0.056186042,0.28021497,0.491675874,0.366293805,0.319689694,0.360892188,0.335981616,0.354365578,0,0,0,0,0,0,0,0,0,170.833,0.00707848,322.056,0.0476145,323.5,301,342,16.5006,0.143588,0.997021,0.000868112,169.286,0.0121167,322.508,0.0507175,322,301,343,12.3941,0.345746,0.996913,0.000847315,0.630390443,0.713906735,4.26,0.03,0.08,60.54,2.02,2,2.73,2.19,2.22,2.04
169,5000.09,0,5000.23,999,169,5000.14,0,4992.05,999,169,5000.11,0,4999.98,999,169,5000.11,0,5000.45,999,169,5000.07,0,5000.05,999,169,5000.05,0,4999.91,999,169,5000.11,0,4999.93,999,169,5000.05,0,4999.94,999,169,5000.09,0,4975.03,999,169,5000.07,0,4999.94,999,169,5000.06,0,4999.93,999,169,5000.1,0,5000.02,999,169,5000.23,0,5000.08,999,169,5000.09,0,5000.01,999,169,5000.07,0,5000.02,999,169,2128,259616,1596,257488,0.333333333,0.008264463,0.006198347,1,0,1,1,0,0.003743864,0.580329682,0.001253133,0.007518797,0.596537822,0,0.006198347,0.006198347,0.003743864,0,0.003743864,0.003743864,0,0.002074689,0,0.002074689,0.002074689,0,0.001875816,0,0.001875816,0.001875816,0,0.751549587,0.006194463,0,0.006194463,0.006194463,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1410,0.869299535,515,3624,3624,515,3387,549,929,32.04498196,0.11567124,28.15397351,37.55565397,37.55565397,28.15397351,36.467169,28.72427185,30.43368107,0.339570638,0.155815112,0.004349154,0.457311466,0.397405704,0.299938225,0.37337952,0.311368527,0.340542821,0,0,0,1.00E-09,0,0,0,0,0,346,0.0252551,399.241,0.195589,411,392,432,22.0749,0.143523,0.998664,0.00611302,342.6,0.0150873,417.8,0.0407878,417,401,431,18.2245,0.258411,0.997481,0.000658426,0.578782483,0.627664206,8.93,0.05,0.14,60.4,2.02,2,3.63,2.32,2.32,2.05
170,0.031995,1,0.0340899,999,170,0.250961,1,0.24807,999,170,0.047992,1,0.0474921,999,170,0.010997,1,0.011397,999,170,0.004998,1,0.01774,999,170,0.021996,1,0.0222921,999,170,0.009998,1,0.018137,999,170,0.010997,1,0.010958,999,170,0.231963,1,0.185957,999,170,0.008997,1,0.019086,999,170,0.010998,1,0.0126931,999,170,0.018996,1,0.047227,999,170,0.004998,1,0.0154531,999,170,0.007998,1,0.00830509,999,170,0.007998,1,0.0174229,999,170,192,2016,144,1824,0.333333333,0.105263158,0.078947368,1,0,1,1,0,0.039473684,0.614887323,0.013888889,0.083333333,0.794131187,0,0.078947368,0.078947368,0.039473684,0,0.039473684,0.039473684,0,0.027777778,0,0.027777778,0.027777778,0,0.020285088,0,0.020285088,0.020285088,0,0.769736842,0.078399123,0,0.078399123,0.078399123,0.091650796,0.65387121,0.019188596,0.199013158,0.794131187,0.017359443,0.700118653,0.005494505,0.055555556,0.794131187,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609788307,1.47E-05,0.609731639,0.609807394,0.60979876,0.609783658,0.609792833,0.609785274,0.609787425,0.347983556,1.03E-05,0.347975599,0.348005531,0.347985463,0.347979236,0.34798483,0.347981993,0.347983942,0,0,32.8605,0.147372,33,27,39,3.54048,0.171951,0.999981,0.00048805,0,0,32.822,0.1483,33,27,39,3.54259,0.171508,0.999977,0.000563808,0.999634062,0.999943201,0,0,0,3.37,0.01,0.03,0.04,1.57,1.39,2
171,5000.04,0,4999.91,999,171,5000.06,0,4984.64,999,171,5000.11,0,5000.25,999,171,5000.06,0,4999.94,999,171,5000.05,0,4999.93,999,171,5000.04,0,4999.91,999,171,5000.1,0,5000.03,999,171,5000.03,0,4999.92,999,171,5000.08,0,4984.25,999,171,5000.07,0,4999.93,999,171,5000.08,0,4999.92,999,171,5000.02,0,5000.03,999,171,5000.33,0,5000.15,999,171,5000.06,0,4999.91,999,171,5000.04,0,4999.92,999,171,1092,64155,819,63063,0.333333333,0.017316017,0.012987013,1,0,1,1,0,0.007262579,0.583586511,0.002442002,0.014652015,0.624347462,0,0.012987013,0.012987013,0.007262579,0,0.007262579,0.007262579,0,0.004366812,0,0.004366812,0.004366812,0,0.003647147,0,0.003647147,0.003647147,0,0.753246753,0.012971156,0,0.012971156,0.012971156,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,844.9375,1.144160503,337,3874,2775,370,558,401,496,29.35951346,0.098710422,26.12690355,36.76062176,32.9809009,26.60540541,32.03549061,27.00608519,28.70801527,0.408072211,0.000266654,0.407704876,0.408464552,0.408238756,0.407963123,0.408137599,0.407996795,0.408041518,5.93E-07,0.00177843,5.89E-07,5.95E-07,5.94E-07,5.91E-07,5.94E-07,5.93E-07,5.93E-07,47.1391,4.50113,206.996,0.0906947,208,190,224,11.9471,0.165145,0.994001,0.066232,45.6368,3.92418,208.562,0.0944997,209,192,227,10.8717,0.351282,1.0165,0.252905,0.732527681,0.80980664,0.91,0.02,0.02,60.02,2.01,2,2.21,2.08,2.11,2.01
172,0.182971,1,0.185319,999,172,1.08883,1,1.07893,999,172,0.092985,1,0.0941079,999,172,0.049991,1,0.0511301,999,172,0.008997,1,0.017489,999,172,0.165974,1,0.167085,999,172,0.063989,1,0.0641539,999,172,0.05899,1,0.059376,999,172,0.505922,1,0.276274,999,172,0.041992,1,0.0462779,999,172,0.077987,1,0.0787751,999,172,0.070988,1,0.0702619,999,172,0.015996,1,0.017962,999,172,0.054991,1,0.0558501,999,172,0.056991,1,0.057304,999,172,396,8613,297,8217,0.333333333,0.048192771,0.036144578,1,0,1,1,0,0.019715225,0.594646646,0.006734007,0.04040404,0.697501378,0,0.036144578,0.036144578,0.019715225,0,0.019715225,0.019715225,0,0.012345679,0,0.012345679,0.012345679,0,0.009979311,0,0.009979311,0.009979311,0,0.759036145,0.036022879,0,0.036022879,0.036022879,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4125,0,4125,4125,4125,4125,4125,4125,4125,35.44436364,0,35.44436364,35.44436364,35.44436364,35.44436364,35.44436364,35.44436364,35.44436364,0.523797439,2.07E-05,0.52378229,0.523829969,0.523811882,0.523784508,0.523806371,0.523787403,0.523795692,0.012638381,0.000801565,0.012625408,0.012679088,0.012652652,0.012628017,0.012643594,0.012630578,0.012635562,0.176035,54.5069,72.5863,0.103388,73,63,82,6.0923,0.13791,0.999118,0.0183989,0.00287274,59,72.8816,0.100541,73,63,82,6.0804,0.143626,0.999496,0.00141119,0.976778851,0.998264973,0.05,0.01,0,60.02,0.15,0.4,0.69,2.09,2.09,2
173,5000.07,0,4999.92,999,173,5000.14,0,4982.15,999,173,5000.13,0,5000.15,999,173,5000.07,0,5000.04,999,173,5000.07,0,5000.03,999,173,5000.09,0,5000.02,999,173,5000.06,0,4999.93,999,173,5000.07,0,4999.92,999,173,5000.07,0,4983.13,999,173,5000.05,0,4999.93,999,173,5000.04,0,4999.92,999,173,5000.06,0,5000.13,999,173,5000.32,0,5000.21,999,173,5000.06,0,4999.91,999,173,5000.08,0,4999.92,999,173,1176,78498,882,77322,0.333333333,0.015209125,0.011406844,1,0,1,1,0,0.006750989,0.582829023,0.002267574,0.013605442,0.618291206,0,0.011406844,0.011406844,0.006750989,0,0.006750989,0.006750989,0,0.003831418,0,0.003831418,0.003831418,0,0.003388428,0,0.003388428,0.003388428,0,0.752851711,0.011393911,0,0.011393911,0.011393911,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,754.75,1.589140144,185,4155,3674,200,385,259,322,31.23672754,0.142156974,24.26950355,39.65323898,37.5546875,25.44383562,35.17225951,27.82608696,32.30288462,0.393561803,0.001034659,0.392619232,0.395565681,0.393857907,0.393185809,0.393689869,0.393337091,0.393513221,5.40E-08,0.007237916,5.20E-08,5.50E-08,5.40E-08,5.30E-08,5.40E-08,5.30E-08,5.40E-08,63.1223,3.76132,228.41,0.103134,231,213,249,10.1197,0.370616,1.01596,0.269625,43.403,0.0859811,232.56,0.0626496,233,214,251,7.84398,0.331267,0.993089,0.00182269,0.701866187,0.784272665,1.32,0.01,0.04,60.03,2.01,2,2.44,2.12,2.13,2.01
174,5000.11,0,5000.03,999,174,5000.13,0,4991.04,999,174,5000.09,0,4999.96,999,174,5000.12,0,5000.05,999,174,5000.1,0,4999.93,999,174,5000.01,0,4999.92,999,174,5000.03,0,5000.03,999,174,5000.05,0,4999.94,999,174,5000.06,0,4974.83,999,174,5000.06,0,4999.94,999,174,5000.09,0,4999.92,999,174,5000.09,0,5000.02,999,174,5000.26,0,5000.19,999,174,5000.07,0,4999.91,999,174,5000.09,0,4999.92,999,174,1904,207536,1428,205632,0.333333333,0.009259259,0.006944444,1,0,1,1,0,0.004182228,0.580687942,0.00140056,0.008403361,0.599862908,0,0.006944444,0.006944444,0.004182228,0,0.004182228,0.004182228,0,0.002325581,0,0.002325581,0.002325581,0,0.002095977,0,0.002095977,0.002095977,0,0.751736111,0.006939581,0,0.006939581,0.006939581,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1230.454545,0.967916985,473,3844,3528,512,1499,529,635,30.68100856,0.072360684,27.14453125,35.85090703,32.34264706,28.52008457,31.75789474,29.00750469,31.03002001,0.349803746,0.155347118,0.004648539,0.468311287,0.402001995,0.313956708,0.381974457,0.326329083,0.354213711,0,12.28991095,0,2.90E-08,0,0,0,0,0,285.211,0.641295,363.5,0.174067,377,342,391,20.2505,0.206015,1.00224,0.0300338,253.591,0.0114516,371.636,0.0435548,370,355,390,15.2414,0.247201,0.997087,0.000802612,0.605654762,0.650850948,6.34,0.04,0.1,60.06,2.04,2,2.86,2.28,2.26,2.02
175,5000.11,0,4999.92,999,175,5000.07,0,4982.65,999,175,5000.13,0,4999.95,999,175,5000.14,0,5000.04,999,175,5000.13,0,5000.03,999,175,5000.08,0,5000.3,999,175,5000.09,0,4999.92,999,175,5000.03,0,4999.92,999,175,5000.07,0,4982.73,999,175,5000.12,0,5000.04,999,175,5000.04,0,4999.92,999,175,5000.06,0,5000.03,999,175,5000.29,0,5000.15,999,175,5000.03,0,4999.91,999,175,5000.1,0,5000.02,999,175,960,48480,720,47520,0.333333333,0.02020202,0.015151515,1,0,1,1,0,0.008249158,0.584623531,0.002777778,0.016666667,0.632330679,0,0.015151515,0.015151515,0.008249158,0,0.008249158,0.008249158,0,0.005102041,0,0.005102041,0.005102041,0,0.004145623,0,0.004145623,0.004145623,0,0.753787879,0.015130471,0,0.015130471,0.015130471,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,853.6875,1.117258628,325,3968,2457,380,536,438,480,28.82277262,0.082976727,25.62105263,34.76197836,31.35856736,25.85538462,31.08467742,26.79069767,29.02985075,0.425125951,0.00018622,0.424974128,0.425378131,0.42523925,0.425042838,0.425183696,0.425062648,0.425107465,6.42E-06,0.001059457,6.40E-06,6.44E-06,6.43E-06,6.42E-06,6.43E-06,6.42E-06,6.43E-06,20.037,0.0108422,182.054,0.0605854,182,168,196,11.6955,0.126545,0.998719,0.000731807,20.6012,0.522891,179.791,0.0864032,180,165,195,11.5795,0.14072,0.998996,0.00559554,0.774001502,0.866388378,0.64,0.01,0.02,60.01,2.01,2,1.48,2.1,2.12,2
176,0.278957,1,0.280989,999,176,2.02569,1,2.01354,999,176,0.136978,1,0.136882,999,176,0.073988,1,0.0752751,999,176,0.012997,1,0.019641,999,176,0.245962,1,0.245178,999,176,0.100983,1,0.103118,999,176,0.091986,1,0.093183,999,176,0.417935,1,0.275101,999,176,0.064989,1,0.0649881,999,176,0.12698,1,0.126811,999,176,0.094984,1,0.094228,999,176,0.020996,1,0.023683,999,176,0.086985,1,0.0880201,999,176,0.089985,1,0.0903881,999,176,468,12051,351,11583,0.333333333,0.04040404,0.03030303,1,0,1,1,0,0.016748683,0.591863921,0.005698006,0.034188034,0.681088644,0,0.03030303,0.03030303,0.016748683,0,0.016748683,0.016748683,0,0.010309278,0,0.010309278,0.010309278,0,0.008460675,0,0.008460675,0.008460675,0,0.757575758,0.030216697,0,0.030216697,0.030216697,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,4202,0,4202,4202,4202,4202,4202,4202,4202,33.9000476,0,33.9000476,33.9000476,33.9000476,33.9000476,33.9000476,33.9000476,33.9000476,0.501580158,0.000116402,0.501463141,0.501807832,0.501669166,0.501522895,0.501595231,0.501542037,0.501565683,0.004351715,0.000252189,0.004347019,0.004354178,0.004352798,0.004350354,0.004352382,0.004351371,0.004351863,0.245503,45.3542,87.5941,0.093542,88,77,98,6.88923,0.135258,0.99822,0.022125,0.00461023,48.8467,87.4279,0.09581,87,77,98,6.65846,0.156489,0.998714,0.00167914,0.946898524,0.996166364,0.09,0,0.01,60.01,0.24,0.46,0.44,2.07,2.1,2
177,5000.11,0,4999.92,999,177,5000.07,0,4981.15,999,177,5000.14,0,4999.95,999,177,5000.06,0,4999.94,999,177,5000.12,0,5000.04,999,177,5000.03,0,4999.91,999,177,5000.1,0,4999.92,999,177,5000.03,0,4999.92,999,177,5000.09,0,4985.93,999,177,5000.1,0,5000.04,999,177,5000.08,0,4999.92,999,177,5000.05,0,5000.03,999,177,5000.24,0,5000.11,999,177,5000.03,0,4999.91,999,177,5000.08,0,5000.02,999,177,1152,73440,864,72288,0.333333333,0.015936255,0.011952191,1,0,1,1,0,0.00688911,0.583090487,0.002314815,0.013888889,0.620404931,0,0.011952191,0.011952191,0.00688911,0,0.00688911,0.00688911,0,0.004016064,0,0.004016064,0.004016064,0,0.003458389,0,0.003458389,0.003458389,0,0.752988048,0.011938358,0,0.011938358,0.011938358,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1090.923077,1.098593667,452,4143,3568,456,658,486,540,29.27688126,0.088591377,25.68141593,35.20201174,33.35384987,26.69298246,30.27592593,27.57356077,28.77864078,0.398749845,0.000973472,0.397758136,0.400834443,0.399030008,0.398367666,0.398910935,0.398524534,0.398722041,1.34E-07,0.006557409,1.28E-07,1.36E-07,1.34E-07,1.33E-07,1.34E-07,1.33E-07,1.33E-07,48.1882,0.0128027,224.016,0.0647197,225,205,242,12.7416,0.138452,0.997474,0.000961983,48.0057,0.00157918,225.069,0.0623874,226,206,240,11.9033,0.179846,0.997524,0.000962814,0.71970245,0.813006657,1.21,0.02,0.03,60.19,2.01,2.01,2.29,2.11,2.14,2
178,5000.12,0,5000.02,999,178,5000.09,0,4967.16,999,178,48.3756,1,48.3748,999,178,12.2341,1,12.2333,999,178,1130.75,1,1130.73,999,178,0.594908,1,0.597515,999,178,5000.09,0,4999.92,999,178,5000.03,0,4999.91,999,178,0.885864,1,0.54516,999,178,14.9657,1,14.9663,999,178,5000.06,0,4999.91,999,178,0.267958,1,0.268242,999,178,0.211967,1,0.211606,999,178,0.268958,1,0.269638,999,178,0.275957,1,0.27623,999,178,720,27360,540,26640,0.333333333,0.027027027,0.02027027,1,0,1,1,0,0.010960961,0.587073277,0.003703704,0.022222222,0.650025561,0,0.02027027,0.02027027,0.010960961,0,0.010960961,0.010960961,0,0.006849315,0,0.006849315,0.006849315,0,0.005518018,0,0.005518018,0.005518018,0,0.755067568,0.020232733,0,0.020232733,0.020232733,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,857.8823529,1.203990294,278,3694,3649,284,597,428,496,28.69545966,0.111112171,25.36384977,38.15839956,32.71691792,25.5971223,30.05631399,26.49295775,27.57623762,0.457011428,0.000105803,0.456762488,0.457132787,0.457067382,0.456970736,0.457043833,0.456984308,0.457009792,0.000192412,0.000421653,0.000192194,0.000192855,0.000192482,0.000192314,0.000192461,0.000192356,0.000192425,0.601299,1.22407,136.601,0.0724578,137,124,149,7.07231,0.172014,0.99488,0.00180064,1.5435,28.5849,137.143,0.0862815,137,123,152,5.98411,0.273192,0.993288,0.0346184,0.850729395,0.963268127,0.27,0.01,0.01,60.03,1.01,2,1.09,2.07,2.1,2
179,0.024995,1,0.025613,999,179,0.19097,1,0.191623,999,179,0.036994,1,0.038742,999,179,0.008997,1,0.016211,999,179,0.000999,1,0.00573191,999,179,0.009997,1,0.0114351,999,179,0.007997,1,0.0187411,999,179,0.007998,1,0.00934807,999,179,0.151976,1,0.128875,999,179,0.008997,1,0.0188711,999,179,0.007998,1,0.00879106,999,179,0.014997,1,0.0145591,999,179,0.003998,1,0.015716,999,179,0.005999,1,0.0064199,999,179,0.006998,1,0.017673,999,179,176,1628,132,1452,0.333333333,0.121212121,0.090909091,1,0,1,1,0,0.042699725,0.62049626,0.015151515,0.090909091,0.815849865,0,0.090909091,0.090909091,0.042699725,0,0.042699725,0.042699725,0,0.032258065,0,0.032258065,0.032258065,0,0.022038567,0,0.022038567,0.022038567,0,0.772727273,0.090220386,0,0.090220386,0.090220386,0.092975207,0.664924773,0.020661157,0.204545455,0.815849865,0.021594968,0.684054744,0.006711409,0.064516129,0.815849865,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599278868,9.38E-06,0.599241676,0.599289255,0.599285438,0.599275671,0.599281654,0.599277078,0.599278142,0.352826341,6.15E-06,0.35282215,0.35284036,0.352827575,0.352823757,0.352827091,0.352825458,0.352826587,0,0,29.6917,0.155136,30,24,36,3.25264,0.179433,0.999993,0.000319139,0,0,29.6461,0.155363,30,24,36,3.24465,0.180036,0.999987,0.000528406,0.999877379,0.999979693,0,0,0,1.71,0.01,0.01,0.03,1.3,1.15,2
180,5000.05,0,4999.94,999,180,5000.09,0,4989.05,999,180,5000.16,0,4999.96,999,180,5000.09,0,4999.95,999,180,5000.06,0,4999.94,999,180,5000.1,0,5000.02,999,180,5000.08,0,5000.03,999,180,5000.06,0,4999.93,999,180,5000.1,0,4974.78,999,180,5000.09,0,4999.94,999,180,5000.05,0,4999.82,999,180,5000.06,0,5000.03,999,180,5000.21,0,5000.08,999,180,5000.09,0,4999.91,999,180,5000.09,0,4999.92,999,180,1836,194157,1377,192321,0.333333333,0.009546539,0.007159905,1,0,1,1,0,0.0043365,0.580791386,0.001452433,0.008714597,0.60080771,0,0.007159905,0.007159905,0.0043365,0,0.0043365,0.0043365,0,0.002398082,0,0.002398082,0.002398082,0,0.00217345,0,0.00217345,0.00217345,0,0.751789976,0.007154705,0,0.007154705,0.007154705,-1,0,-1,0,-512,-1,0,-1,0,0,2,0,2,2,0,1044.166667,1.094691294,354,3761,3402,411,766,459,607,29.64483248,0.070641497,27.31835206,34.34244562,33.2924282,27.82952183,30.59431138,28.33090024,28.89106754,0.351937828,0.156861442,0.004361852,0.470479428,0.402130127,0.318000486,0.38370437,0.330379782,0.356876027,0,12.04537642,0,8.60E-08,0,0,0,0,0,227.9,0.0137972,359.625,0.0378432,359.5,341,378,17.0365,0.148196,0.995972,0.000913204,228.306,0.0277195,363.49,0.0495617,366,337,379,14.6792,0.266179,0.996184,0.000913521,0.617200156,0.669805873,5.51,0.03,0.1,60.21,2.02,2,2.68,2.26,2.25,2.04
